split,condition_id,method,condition_pearson,condition_rmse
development_oof,PTPN9+UBASH3B,scgpt,0.9781223130235477,0.0318757039864439
development_oof,RREB1,scgpt,0.3358222616669951,0.05489720255971256
development_oof,RUNX1T1,scgpt,0.45813625596767216,0.026434052098405134
development_oof,S1PR2,scgpt,0.6025422247167772,0.05659649924530555
development_oof,SAMD1,scgpt,0.9463965746274137,0.06240560834808677
development_oof,SAMD1+TGFBR2,scgpt,0.8996135704830457,0.03642779066871932
development_oof,SAMD1+UBASH3B,scgpt,0.9684509616146717,0.027799688440385346
development_oof,SAMD1+ZBTB1,scgpt,0.9600404670713476,0.041471878269106144
development_oof,SGK1,scgpt,0.8691920889273932,0.043991232145676296
development_oof,SGK1+TBX2,scgpt,0.8950376874531536,0.04853104794058989
development_oof,SGK1+TBX3,scgpt,0.9341859052392459,0.05115089762977765
development_oof,SLC38A2,scgpt,-0.18198590021715697,0.0612678230173524
development_oof,SLC4A1,scgpt,0.04811205170928122,0.08600004246094385
development_oof,SNAI1,scgpt,0.9151504896067415,0.07004790516977528
development_oof,SNAI1+UBASH3B,scgpt,0.9077165966561116,0.025606887002243818
development_oof,SNAI1+ZBTB10,scgpt,0.8844270060842047,0.08129541040493274
development_oof,SPI1,scgpt,0.8782086048317045,0.05680860331075539
development_oof,STIL,scgpt,0.6188946246661813,0.029909076322892567
development_oof,TBX2+TBX3,scgpt,0.9132651591916754,0.03922228209754777
development_oof,TBX3,scgpt,0.9349316101257096,0.03746214452209519
development_oof,TMSB4X,scgpt,0.7556542529058737,0.03762998621755336
development_oof,TP73,scgpt,0.7391846990373084,0.1163543191079524
development_oof,TSC22D1,scgpt,0.24894459288676668,0.040749084186863294
development_oof,UBASH3A,scgpt,0.5513552189237816,0.11040224726015822
development_oof,UBASH3B,scgpt,0.9197326894434568,0.062321356268119375
development_oof,UBASH3B+ZBTB25,scgpt,0.9617634589261774,0.035521034615668266
development_oof,ZBTB1,scgpt,0.9490727163035163,0.042484740763758945
development_oof,ZBTB10,scgpt,0.9060912515702256,0.04338342787282623
development_oof,ZBTB25,scgpt,0.8840922107115337,0.053314833923401056
development_oof,ZNF318,scgpt,0.6079552784017983,0.052065399653585136
development_oof,AHR,geneformer,0.7814763854919284,0.04139005960486841
development_oof,AHR+KLF1,geneformer,0.8706751200242754,0.0414889661944179
development_oof,ARID1A,geneformer,0.6282461619321166,0.07626454227334557
development_oof,ARRDC3,geneformer,0.10828253186437316,0.06228558425535457
development_oof,ATL1,geneformer,0.8526055968203996,0.045556919424184945
development_oof,BAK1,geneformer,0.11606060680846463,0.05672997417669202
development_oof,BAK1+KLF1,geneformer,0.785984169220568,0.04318992668086956
development_oof,BAK1+TMSB4X,geneformer,0.6342203543441279,0.038755597924404
development_oof,BCL2L11+TGFBR2,geneformer,0.5206675604794478,0.04906223504038251
development_oof,BCORL1,geneformer,0.27781748082064583,0.06952452683182563
development_oof,BPGM,geneformer,0.9298089728132378,0.03937519897909009
development_oof,BPGM+SAMD1,geneformer,0.9410276122136638,0.03923562095783178
development_oof,BPGM+ZBTB1,geneformer,0.9455285906774044,0.036714486332589946
development_oof,CBFA2T3+FEV,geneformer,0.8712752130805809,0.0929077528818531
development_oof,CBFA2T3+POU3F2,geneformer,0.8863436370454807,0.038454278807358314
development_oof,CBFA2T3+PRDM1,geneformer,0.8310273581666107,0.08280969910473415
development_oof,CBL,geneformer,0.917146312843631,0.029530244316183448
development_oof,CBL+PTPN12,geneformer,0.9627031262287038,0.04251690838342376
development_oof,CBL+PTPN9,geneformer,0.9577802998161964,0.03588125345705948
development_oof,CBL+TGFBR2,geneformer,0.9372481570149136,0.029453939102120564
development_oof,CBL+UBASH3B,geneformer,0.9591112045029168,0.07524886780516662
development_oof,CDKN1A,geneformer,0.9146846730845495,0.033881788529103306
development_oof,CDKN1A+CDKN1B,geneformer,0.9023132905283978,0.04185715343061897
development_oof,CDKN1A+CDKN1C,geneformer,0.920682624230679,0.04055132457842072
development_oof,CDKN1B+CDKN1C,geneformer,0.9062223974446532,0.037479616084045854
development_oof,CDKN1C,geneformer,0.8488443207511096,0.03774076243971138
development_oof,CEBPA,geneformer,0.9822517668863007,0.0469505076756588
development_oof,CEBPA+CEBPB,geneformer,0.96247121322146,0.07766890234928116
development_oof,CEBPA+JUN,geneformer,0.9497786294984103,0.10966792927576191
development_oof,CEBPA+KLF1,geneformer,0.9263630386050106,0.07610218250705447
development_oof,CEBPA+ZC3HAV1,geneformer,0.9598870219918333,0.10149515801438015
development_oof,CEBPB,geneformer,0.9504399807405014,0.044930150113882274
development_oof,CEBPB+FOSB,geneformer,0.9414015914476407,0.09677601553711432
development_oof,CEBPB+JUN,geneformer,0.916992419776019,0.06510013868633048
development_oof,CEBPB+LYL1,geneformer,0.7281585980467514,0.057335188517669264
development_oof,CEBPB+MAPK1,geneformer,0.9067060597373806,0.04802359184470957
development_oof,CEBPB+OSR2,geneformer,0.9558340912365012,0.04418031723193275
development_oof,CEBPB+PTPN12,geneformer,0.8598286313731238,0.04008359274897711
development_oof,CEBPE,geneformer,0.9670352801631915,0.03310243128303058
development_oof,CEBPE+ETS2,geneformer,0.9329659248650646,0.04622536598896123
development_oof,CEBPE+FOSB,geneformer,0.9623313783779439,0.07577480046760425
development_oof,CEBPE+PTPN12,geneformer,0.8484151724057972,0.04099399370428964
development_oof,CEBPE+RUNX1T1,geneformer,0.9176584185793649,0.029629913051667595
development_oof,CEBPE+SET,geneformer,0.49182214760671794,0.0758136015890358
development_oof,CEBPE+ZC3HAV1,geneformer,0.7190645620370799,0.06886216113779818
development_oof,CELF2,geneformer,-0.01675081096767756,0.06924478683720453
development_oof,CITED1,geneformer,0.7314285362721715,0.05282123823404328
development_oof,CKS1B,geneformer,0.4288710280922048,0.07416950229198066
development_oof,CLDN6,geneformer,0.5136692938002005,0.08597423148447951
development_oof,CNN1,geneformer,0.8011883831579087,0.043521959661533646
development_oof,CNN1+ETS2,geneformer,0.8012854352303256,0.034877831792040216
development_oof,CNN1+MAPK1,geneformer,0.8565843573478457,0.03312876872876634
development_oof,CNN1+UBASH3A,geneformer,0.8055216545856762,0.1052001710395012
development_oof,CNNM4,geneformer,0.12329960394694928,0.05887456898466909
development_oof,COL1A1,geneformer,0.3945133612806177,0.08549013375358194
development_oof,COL2A1,geneformer,0.7736702316465889,0.053614903930429
development_oof,COL2A1+KLF1,geneformer,0.7740823153254534,0.0607898870649355
development_oof,DLX2,geneformer,0.716842435315969,0.08006458094889639
development_oof,DLX2+SNAI1,geneformer,0.9086597609169119,0.06299819903310361
development_oof,DLX2+ZBTB10,geneformer,0.8657201369039592,0.1240382910633052
development_oof,DUSP9,geneformer,0.9268825564380131,0.03988453208214482
development_oof,DUSP9+IGDCC3,geneformer,0.9608527887392994,0.044322308766575697
development_oof,DUSP9+KLF1,geneformer,0.904551832156639,0.07483213406575484
development_oof,DUSP9+MAPK1,geneformer,0.7865658456928442,0.039755884959969755
development_oof,DUSP9+SNAI1,geneformer,0.883721204264862,0.08347801563945052
development_oof,EGR1,geneformer,0.3875150329098876,0.08205803666317202
development_oof,ETS2,geneformer,0.9345125580732232,0.037347821380647794
development_oof,ETS2+IGDCC3,geneformer,0.8463568481412145,0.03169787065534578
development_oof,ETS2+MAP7D1,geneformer,0.8218282924258133,0.056103995150352665
development_oof,ETS2+MAPK1,geneformer,0.961321029411351,0.05822580793123848
development_oof,ETS2+PRTG,geneformer,0.7515818769435064,0.04597921700570002
development_oof,ETS2+TGFBR2,geneformer,0.5459707736056455,0.046742054499023564
development_oof,FEV,geneformer,0.8107946945035612,0.06393475821915909
development_oof,FEV+MAP7D1,geneformer,0.8881594394237989,0.05760154055117942
development_oof,FOSB,geneformer,0.8701469324164319,0.06038378938671586
development_oof,FOSB+IKZF3,geneformer,0.8836053530072724,0.04906776601956966
development_oof,FOSB+OSR2,geneformer,0.9191597979610254,0.06245204768661176
development_oof,FOSB+UBASH3B,geneformer,0.7591309011778732,0.043436121760391175
development_oof,FOXA1,geneformer,0.8639175192520759,0.045060249050214246
development_oof,FOXA1+FOXA3,geneformer,0.8950260230877894,0.04430321917448008
development_oof,FOXA1+FOXF1,geneformer,0.9300105340633491,0.030474974090586332
development_oof,FOXA1+HOXB9,geneformer,0.9659174674243024,0.043490131820834284
development_oof,FOXA1+KLF1,geneformer,0.9131605697302299,0.03800730834048315
development_oof,FOXA3,geneformer,0.7495646001816445,0.0770567755078255
development_oof,FOXA3+FOXL2,geneformer,0.9263432998316354,0.05518070455855082
development_oof,FOXA3+HOXB9,geneformer,0.9565683669990224,0.04505511177164108
development_oof,FOXF1,geneformer,0.8493001737653714,0.051230323422545465
development_oof,FOXF1+FOXL2,geneformer,0.8929612758426939,0.05461433489477887
development_oof,FOXF1+HOXB9,geneformer,0.9479645773628697,0.03473227725045654
development_oof,FOXL2+HOXB9,geneformer,0.9171561440767301,0.05157461370838891
development_oof,FOXL2+MEIS1,geneformer,0.889879103426147,0.03803716596633107
development_oof,FOXL2+POU3F2,geneformer,0.9454022403560451,0.03953912678150767
development_oof,FOXL2+ZNF318,geneformer,0.8916230940805322,0.0329516994082394
development_oof,GLB1L2,geneformer,0.19315211668997598,0.05723871957858386
development_oof,HES7,geneformer,0.3610665049307756,0.11650189852065991
development_oof,HK2,geneformer,0.5061870356693821,0.07562476106383101
development_oof,HOXA13,geneformer,0.7902704253344838,0.06617896505737036
development_oof,HOXB9,geneformer,0.9059861966779214,0.04186990664710026
development_oof,HOXC13,geneformer,0.8582543945060767,0.04110546398829673
development_oof,HOXC13+ZC3HAV1,geneformer,0.7387205372843807,0.04561736375168681
development_oof,IER5L,geneformer,0.4052557117645452,0.07215226909249915
development_oof,IGDCC3,geneformer,0.9383720191276792,0.026945178115297615
development_oof,IGDCC3+MAPK1,geneformer,0.7977969321483135,0.036791438036218184
development_oof,IGDCC3+PRTG,geneformer,0.9458518006366766,0.031530238239786616
development_oof,IGDCC3+TGFBR2,geneformer,0.9562064582833887,0.023583943450431914
development_oof,IKZF3,geneformer,0.9576059904451008,0.039754212489547004
development_oof,IKZF3+MAP2K3,geneformer,0.9503571709886662,0.05975133076886887
development_oof,IKZF3+MAP2K6,geneformer,0.9432390713187658,0.04533320472341366
development_oof,IKZF3+MAPK1,geneformer,0.9410147005855822,0.045423026738212274
development_oof,IRF1+SET,geneformer,0.19451098922478519,0.12589038789196655
development_oof,ISL2,geneformer,0.11832204158888351,0.06840254035171496
development_oof,JUN,geneformer,0.694364933858596,0.0754720823684472
development_oof,KIF18B,geneformer,0.5267430623670696,0.03928299045469292
development_oof,KIF18B+KIF2C,geneformer,0.5454123571860602,0.04146641683881851
development_oof,KLF1,geneformer,0.8772511122954225,0.035656294136196344
development_oof,KLF1+MAP2K6,geneformer,0.747913043385855,0.04493249879099657
development_oof,KLF1+TGFBR2,geneformer,0.8840836908261327,0.03809827976685486
development_oof,KMT2A,geneformer,0.4477230489927224,0.06276552288039532
development_oof,LHX1,geneformer,0.3954454840324312,0.08471833072106719
development_oof,LYL1,geneformer,-0.03951730531217763,0.0565724356836588
development_oof,MAP2K3,geneformer,0.71623945960424,0.03405536792585186
development_oof,MAP2K3+MAP2K6,geneformer,0.4915667286849595,0.03463758071159554
development_oof,MAP2K3+SLC38A2,geneformer,0.16825600883577882,0.04284664607457762
development_oof,MAP2K6,geneformer,-0.22717022443217466,0.05116332611471166
development_oof,MAP2K6+SPI1,geneformer,0.7351480794135067,0.04516243707763923
development_oof,MAP4K5,geneformer,0.5987332855455593,0.06562698593464288
development_oof,MAP7D1,geneformer,0.47292853425205383,0.04799093590502769
development_oof,MAPK1,geneformer,0.9334230899315484,0.030821519135614497
development_oof,MAPK1+TGFBR2,geneformer,0.587792896279605,0.05987585140501713
development_oof,MEIS1,geneformer,0.5282331048679909,0.04454110802071732
development_oof,MIDN,geneformer,0.4586620295208125,0.07318772403112486
development_oof,NCL,geneformer,0.04274218686473634,0.06907057079819004
development_oof,OSR2,geneformer,0.9102263935877213,0.035154641788206445
development_oof,OSR2+PTPN12,geneformer,0.6713179538940056,0.0400629404709852
development_oof,OSR2+UBASH3B,geneformer,0.5290413023035658,0.04541581153954719
development_oof,PLK4,geneformer,0.5595367014062232,0.04713732276625977
development_oof,PLK4+STIL,geneformer,0.6285704931011581,0.05954655963665324
development_oof,POU3F2,geneformer,0.679528445353574,0.04634166933386216
development_oof,PRTG,geneformer,0.9451051754227089,0.024838051610745922
development_oof,PRTG+TGFBR2,geneformer,0.9446240818593518,0.030717086531278873
development_oof,PTPN1,geneformer,0.7277851883045121,0.06296832655804545
development_oof,PTPN12+PTPN9,geneformer,0.944781510454713,0.035433336277147204
development_oof,PTPN12+SAMD1,geneformer,0.9663976044622683,0.04000021953919043
development_oof,PTPN12+SNAI1,geneformer,0.8229964511197795,0.0397226122827916
development_oof,PTPN12+UBASH3B,geneformer,0.9532035990165443,0.04796555092629249
development_oof,PTPN12+ZBTB10,geneformer,0.887531338221206,0.04541789229478745
development_oof,PTPN12+ZBTB25,geneformer,0.9618118003963791,0.039184861247225575
development_oof,PTPN13,geneformer,0.3971869729512809,0.10605067769338025
development_oof,PTPN9+UBASH3B,geneformer,0.9529885457057838,0.043684907939566496
development_oof,RREB1,geneformer,0.5177016106312281,0.06463592153443977
development_oof,RUNX1T1,geneformer,0.5182876456045041,0.02656946000395903
development_oof,S1PR2,geneformer,0.05302794160505413,0.07827826816704903
development_oof,SAMD1,geneformer,0.9416821250302038,0.04056041021219404
development_oof,SAMD1+TGFBR2,geneformer,0.8940336389529259,0.03732468742571289
development_oof,SAMD1+UBASH3B,geneformer,0.9674658963786164,0.03485032419973553
development_oof,SAMD1+ZBTB1,geneformer,0.9424306313564889,0.050430379154320595
development_oof,SGK1,geneformer,0.7641064181911922,0.04168142071008066
development_oof,SGK1+TBX2,geneformer,0.8204678939769523,0.05994842428393565
development_oof,SGK1+TBX3,geneformer,0.8760174913084845,0.0598760943498035
development_oof,SLC38A2,geneformer,-0.1310501338353,0.04757458055900485
development_oof,SLC4A1,geneformer,-0.038515296928717344,0.09482524708025615
development_oof,SNAI1,geneformer,0.9055562390580207,0.06013912761170415
development_oof,SNAI1+UBASH3B,geneformer,0.891510129559754,0.028114142647600787
development_oof,SNAI1+ZBTB10,geneformer,0.8813173777599608,0.0969790894916268
development_oof,SPI1,geneformer,0.738696072494346,0.0783956055184581
development_oof,STIL,geneformer,0.19378378759081089,0.056423494842847775
development_oof,TBX2+TBX3,geneformer,0.826449978475903,0.05442848039357728
development_oof,TBX3,geneformer,0.840070565624709,0.043894960262876294
development_oof,TMSB4X,geneformer,0.7034775020083341,0.040339720781070953
development_oof,TP73,geneformer,0.5327069415915381,0.13427670692967975
development_oof,TSC22D1,geneformer,0.0009001276133624465,0.057890156163253624
development_oof,UBASH3A,geneformer,0.5938649701272213,0.07370166513401119
development_oof,UBASH3B,geneformer,0.9233174254023438,0.03786170311859511
development_oof,UBASH3B+ZBTB25,geneformer,0.9390463982620433,0.04368336083786051
development_oof,ZBTB1,geneformer,0.8548011602234545,0.037412416948109393
development_oof,ZBTB10,geneformer,0.7381756001365805,0.06931749209406422
development_oof,ZBTB25,geneformer,0.8593187804068815,0.04718308160216751
development_oof,ZNF318,geneformer,0.6803382471303812,0.04951628822441394
development_oof,AHR,scfoundation,0.6701365867590048,0.050697675735574946
development_oof,AHR+KLF1,scfoundation,0.8959094906273294,0.03719616402600598
development_oof,ARID1A,scfoundation,0.7017694325118966,0.06733689711448572
development_oof,ARRDC3,scfoundation,0.48908853182359713,0.027271017732579447
development_oof,ATL1,scfoundation,0.419070555023173,0.07928591071364127
development_oof,BAK1,scfoundation,0.5065777405986721,0.03496198272912164
development_oof,BAK1+KLF1,scfoundation,0.9464772843244874,0.02766932628405204
development_oof,BAK1+TMSB4X,scfoundation,0.8050300955391922,0.03110085488910741
development_oof,BCL2L11+TGFBR2,scfoundation,0.5131850839275002,0.04098696795332705
development_oof,BCORL1,scfoundation,0.2653028952122552,0.04572540786008386
development_oof,BPGM,scfoundation,0.9459880577932305,0.04530562127515409
development_oof,BPGM+SAMD1,scfoundation,0.9552975133400645,0.03479343393300667
development_oof,BPGM+ZBTB1,scfoundation,0.9664888020655431,0.035616439588942055
development_oof,CBFA2T3+FEV,scfoundation,0.8981114240217984,0.08240659172354906
development_oof,CBFA2T3+POU3F2,scfoundation,0.876480029982558,0.05323002804887193
development_oof,CBFA2T3+PRDM1,scfoundation,0.7564277313031614,0.09342605154308023
development_oof,CBL,scfoundation,0.9289719471151767,0.06333508157506969
development_oof,CBL+PTPN12,scfoundation,0.9710838401520748,0.03319541452595307
development_oof,CBL+PTPN9,scfoundation,0.966290506831767,0.025213753578242345
development_oof,CBL+TGFBR2,scfoundation,0.9492618629786713,0.02770955129045283
