候选ID	靶点名称	靶点Uniprot	靶点家族	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_均值	PD预测_pIC50_MPNN	PD预测_pIC50_CNN	PD预测_pIC50_Morgan	对接门_通过	PD门_通过
YeastBridge_Mol016	SCNN1A	P37088	ion_channel	结合调节（激动/拮抗未实验判定）	NIOHELZQFBGCEO-UHFFFAOYSA-N	CHEMBL211502	CHEMBL1791	C1=CC=C(C=C1)NC(=NC(=O)C2=C(N=C(C(=N2)Cl)N)N)N	0.0	0.0716	1	6.4	-8.5	6.97	10.08	6.35	4.47	是	是
