候选ID	靶点名称	靶点Uniprot	靶点家族	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	功能效力_pEC50_AC50	结合效力_pIC50_Ki_Kd	功能效力_测定来源	结合效力_测定来源	测定类型	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_DTI集成	PD预测_pIC50_kNN近邻	PD适用域_最近邻Tanimoto	对接门_通过	PD门_通过
YeastBridge_Mol023	HTR2A	P28223	gpcr	功能性调节（EC50/AC50 测定，p=7.23；激动/拮抗方向未实验判定）	QOYHHIBFXOOADH-UHFFFAOYSA-N	CHEMBL46516	CHEMBL224	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F	7.23		Binding affinity towards human HTR2A in an in vitro assay with cellular components measure [10.1038/s41467-023-40064-9]		AC50	0.0	0.0493	2	7.23	-7.8	6.77	7.36	0.28	是	是
