human_symbol	yeast_sgd
NME2	YKL067W
NME3	YKL067W
NMNAT1	YGR010W
NMNAT1	YLR328W
NMNAT3	YGR010W
NMNAT3	YLR328W
NMRK1	YNL129W
NMRK2	YNL129W
NMT1	YLR195C
NMT2	YLR195C
NNE	YGR254W
NNE	YHR174W
NOB1	YOR056C
NOC2L	YOR206W
NOC3L	YLR002C
NOC4L	YPR144C
NOL10	YGR145W
NOL6	YGR090W
NOP10	YHR072W-A
NOP14	YDL148C
NOP53	YPL146C
NOP56	YLR197W
NOP58	YOR310C
NOP9	YJL010C
NPC1	YPL006W
NPC1L1	YPL006W
NPEPPS	YHR047C
NPEPPS	YKL157W
NPEPPSL1	YHR047C
NPEPPSL1	YKL157W
NPI-1	YEL013W
NPLOC4	YBR170C
NPRL2	YEL062W
NRARP	YGL242C
NSA2	YER126C
NSDHL	YGL001C
NSE	YGR254W
NSE	YHR174W
NSF	YBR080C
NSFL1C	YBL058W
NSMCE1	YLR007W
NSUN2	YBL024W
NSUN5	YNL022C
NSUN5P2	YNL022C
NTHL1	YAL015C
NTHL1	YOL043C
NTMT1	YBR261C
NTMT2	YBR261C
NUBP1	YGL091C
NUBP1	YIL003W
NUBP2	YGL091C
NUBP2	YIL003W
NUDT12	YGL067W
NUDT5	YBR111C
NUF2	YOL069W
NUP107	YDL116W
NUP155	YBL079W
NUP155	YER105C
NUP58	YGL172W
NUP93	YFR002W
NUP98	YGL092W
NUS1	YDL193W
NUTF2	YER009W
NVL	YLL034C
NXF1	YPL169C
NXF2; NXF2B	YPL169C
NXF3	YPL169C
NXF5	YPL169C
OAT	YLR438W
ODC1	YKL184W
OGDH	YIL125W
OGDHL	YIL125W
OGFOD1	YER049W
OGG1	YML060W
OLA1	YBR025C
OMA1	YKR087C
OPLAH	YKL215C
ORC2	YBR060C
ORC4	YPR162C
ORC5	YNL261W
ORMDL1	YGR038W
ORMDL1	YLR350W
ORMDL2	YGR038W
ORMDL2	YLR350W
ORMDL3	YGR038W
ORMDL3	YLR350W
OSBP	YAR042W
OSBP	YDL019C
OSBP	YHR073W
OSBP2	YAR042W
OSBP2	YDL019C
OSBPL10	YHR001W
OSBPL10	YKR003W
OSBPL11	YHR001W
OSBPL11	YKR003W
OSBPL1A	YOR237W
OSBPL1A	YPL145C
OSBPL2	YOR237W
OSBPL2	YPL145C
OSBPL3	YHR073W
OSBPL6	YHR073W
OSBPL7	YHR073W
OSBPL9	YHR001W
OSBPL9	YKR003W
OSGEP	YKR038C
OSGEPL1	YDL104C
OTC	YJL088W
OTP	YDR451C
OTP	YML027W
OTUD6A	YHL013C
OTUD6B	YHL013C
OVCA2	YMR222C
OVCA2	YOR280C
OVGP1	YDR371W
OXA1L	YER154W
OXSM	YER061C
P24ALPHA2	YAR002C-A
P24ALPHA2	YGL002W
P24ALPHA2	YGL200C
P24ALPHA2	YHR110W
P24ALPHA2	YML012W
P24BETA1	YAR002C-A
P24BETA1	YGL002W
P24BETA1	YGL200C
P24BETA1	YHR110W
P24BETA1	YML012W
P24GAMMA5	YAR002C-A
P24GAMMA5	YGL002W
P24GAMMA5	YGL200C
P24GAMMA5	YHR110W
P24GAMMA5	YML012W
P4HB	YCL043C
P4HB	YDR518W
P70R	YKL188C
P70R	YPL147W
PAAF1	YDR364C
PAAF1	YGL004C
PAAF1	YKL018W
PAAF1	YPL247C
PABPC1	YER165W
PABPC1	YFR023W
PABPC1L	YER165W
PABPC1L2A	YFR023W
PABPC1L2A	YHR015W
PABPC1L2A	YOR319W
PABPC1L2A; PABPC1L2B	YOR319W
PABPC1L2B	YFR023W
PABPC1L2B	YHR015W
PABPC1L2B	YOR319W
PABPC3	YER165W
PABPC4	YER165W
PABPC4L	YER165W
PABPC5	YER165W
PAF1	YBR279W
PAFAH1B1	YOR269W
PAICS	YAR015W
PAK-1	YHL007C
PAK-1	YNL298W
PAK-1	YOL113W
PAK-2	YHL007C
PAK-2	YNL298W
PAK-2	YOL113W
PAK-3	YHL007C
PAK-3	YNL298W
PAK-3	YOL113W
PAK1	YHL007C
PAK1	YOL113W
PAK1IP1	YKL021C
PAK2	YHL007C
PAK2	YOL113W
PAK3	YHL007C
PAM16	YJL104W
PAN2	YGL094C
PAN3	YKL025C
PANK1	YDR531W
PANK2	YDR125C
PANK2	YDR531W
PANK2	YGR110W
PANK3	YDR531W
PAOX	YMR020W
PAPOLA	YKR002W
PAPOLB	YKR002W
PAPOLG	YKR002W
PAPSS1	YJR010W
PAPSS2	YJR010W
PARL	YGR101W
PARS2	YER087W
PBDC1	YPL225W
PBLD	YHR029C
PC	YBR218C
PC	YGL062W
PCBD1	YHL018W
PCBD2	YHL018W
PCBP1	YBR233W
PCBP2	YBR233W
PCBP3	YBR233W
PCBP4	YBR233W
PCID2	YJR084W
PCNA	YBR088C
PCSK6	YNL238W
PCSK7	YNL238W
PCYT2	YGR007W
PDCD11	YMR229C
PDCD5	YMR074C
PDCD6IP	YOR275C
PDCL2	YOR281C
PDCL3	YOR281C
PDE12	YML118W
PDE12	YMR285C
PDHA1	YER178W
PDHA2	YER178W
PDHB	YBR221C
PDIA2	YCL043C
PDIA2	YDR518W
PDIA3	YCL043C
PDIA3	YDR518W
PDIA4	YCL043C
PDIA4	YDR518W
PDILT	YCL043C
PDILT	YDR518W
PDK1	YIL042C
PDK2	YGL059W
PDK2	YIL042C
PDK4	YGL059W
PDK4	YIL042C
PDP1	YOR090C
PDP2	YOR090C
PDS5A	YMR076C
PDS5B	YMR076C
PDSS1	YBR003W
PDXK	YEL029C
PDXK	YNR027W
PDXP	YDL236W
PEBP1	YLR178C
PEBP1	YLR179C
PELO	YNL001W
PEMT	YJR073C
PEPD	YFR006W
PES1	YGR103W
PEX10	YDR265W
PEX11A	YOL147C
PEX11B	YOL147C
PEX12	YMR026C
PEX13	YLR191W
PEX19	YDL065C
PEX2	YJL210W
PEX3	YDR329C
PEX5	YDR244W
PEX5L	YDR244W
PEX6	YNL329C
PEX7	YDR142C
PFAS	YGR061C
PFDN1	YJL179W
PFDN2	YEL003W
PFDN4	YNL153C
PFDN5	YML094W
PFDN6	YLR200W
PFKFB1	YJL155C
PFKFB2	YJL155C
PFKFB3	YJL155C
PFKFB4	YJL155C
PFKL	YGR240C
PFKL	YMR205C
PFKM	YGR240C
PFKM	YMR205C
PFKP	YGR240C
PFKP	YMR205C
PFN1	YOR122C
PFN2	YOR122C
PFN3	YOR122C
PFN4	YOR122C
PGA3	YPL154C
PGA4	YPL154C
PGA5	YPL154C
PGAM-B	YKR043C
PGAM-B	YOR283W
PGAM-M	YKR043C
PGAM-M	YOR283W
PGAM1	YKL152C
PGAM2	YKL152C
PGAM4	YKL152C
PGAM4	YKR043C
PGAM4	YOR283W
PGAP3	YCR044C
PGC	YPL154C
PGD	YGR256W
PGD	YHR183W
PGGT1B	YGL155W
PGK1	YCR012W
PGK2	YCR012W
PGLS	YCR073W-A
PGLS	YGR248W
PGLS	YHR163W
PGLS	YNR034W
PGM1	YKL127W
PGM1	YMR105C
PGM2	YMR278W
PGM2L1	YMR278W
PGM3	YEL058W
PGM5	YKL127W
PGM5	YMR105C
PGP	YDL236W
PGRMC1	YPL170W
PGRMC2	YPL170W
PGS1	YCL004W
PHB1	YGR132C
PHB2	YGR231C
PHF5A	YPR094W
PHGDH	YER081W
PHGDH	YIL074C
PHKG2	YFR014C
PHYKPL	YOL140W
PI4K2A	YJL100W
PI4K2B	YJL100W
PI4KA	YLR305C
PI4KB	YNL267W
PICALM	YGR241C
PICALM	YHR161C
PIF1	YHR031C
PIF1	YML061C
PIGA	YPL175W
PIGB	YGL142C
PIGC	YPL076W
PIGF	YDR302W
PIGG	YJL062W
PIGK	YDR331W
PIGL	YMR281W
PIGM	YJR013W
PIGN	YKL165C
PIGO	YLL031C
PIGP	YDR437W
PIGS	YDR434W
PIGT	YHR188C
PIGU	YLR459W
PIGV	YBR004C
PIGW	YJL091C
PIGZ	YOR149C
PIK3C3	YLR240W
PIK3R4	YBR097W
PIKFYVE	YFR019W
PIN1	YJR017C
PISD	YNL169C
PITRM1	YDR430C
PITX1	YDR451C
PITX1	YML027W
PITX3	YDR451C
PITX3	YML027W
PKLR	YAL038W
PKLR	YOR347C
PKM	YAL038W
PKM	YOR347C
PLA2G15	YNR008W
PLAA	YKL213C
PLCD1	YPL268W
PLCD3	YPL268W
PLCD4	YPL268W
PLCG1	YPL268W
PLCG2	YPL268W
PLCH2	YPL268W
PLCL2	YPL268W
PLCZ1	YPL268W
PLK-1	YMR001C
PLK-2	YMR001C
PLK-3	YMR001C
PLK1	YMR001C
PLK2	YMR001C
PLK3	YMR001C
PLPBP	YBL036C
PLPP4	YDR284C
PLPP5	YDR284C
PLRG1	YPL151C
PLS1	YDR129C
PLS3	YDR129C
PLSCR1	YJR100C
PLSCR2	YJR100C
PLSCR3	YJR100C
PLSCR4	YJR100C
PLSCR5	YJR100C
PM20D1	YJL172W
PMM1	YFL045C
PMM2	YFL045C
PMP70	YKL188C
PMP70	YPL147W
PMPCA	YHR024C
PMPCB	YLR163C
PMS2	YNL082W
PNCK	YFR014C
PNCK	YOL016C
PNKD	YDR272W
PNKD	YOR040W
PNO1	YOR145C
PNP	YLR209C
PNPLA6	YML059C
PNPLA7	YML059C
PNPO	YBR035C
POLA1	YNL102W
POLA2	YBL035C
POLB	YCR014C
POLD1	YDL102W
POLD2	YJR006W
POLE	YNL262W
POLE2	YPR175W
POLE3	YBL021C
POLE4	YJL065C
POLG	YOR330C
POLH	YDR419W
POLL	YCR014C
POLM	YCR014C
POLR1A	YOR341W
POLR1B	YPR010C
POLR1C	YPR110C
POLR1D	YNL113W
POLR1E	YNL248C
POLR1H	YJR063W
POLR2A	YDL140C
POLR2B	YOR151C
POLR2C	YIL021W
POLR2E	YBR154C
POLR2F	YPR187W
POLR2G	YDR404C
POLR2H	YOR224C
POLR2I	YGL070C
POLR2J	YOL005C
POLR2J2	YOL005C
POLR2J3	YOL005C
POLR2K	YHR143W-A
POLR2L	YOR210W
POLR3A	YOR116C
POLR3B	YOR207C
POLR3F	YNR003C
POLR3H	YKL144C
POLR3K	YDR045C
POMP	YBR173C
POMT1	YJR143C
POMT2	YAL023C
POMT2	YGR199W
POMT2	YOR321W
POP4	YBR257W
POP5	YAL033W
POR	YHR042W
POTEKP	YFL039C
PP-1A	YDL047W
PP-1A	YDL134C
PP-1A	YDL188C
PP-1A	YER133W
PP-1A	YNR032W
PP-1B	YDL047W
PP-1B	YDL134C
PP-1B	YDL188C
PP-1B	YER133W
PP-1B	YNR032W
PP-1G	YDL047W
PP-1G	YDL134C
PP-1G	YDL188C
PP-1G	YER133W
PP-1G	YNR032W
PP2A-ALPHA	YDL047W
PP2A-ALPHA	YDL134C
PP2A-ALPHA	YDL188C
PP2A-ALPHA	YER133W
PP2A-ALPHA	YNR032W
PP2A-BETA	YDL047W
PP2A-BETA	YDL134C
PP2A-BETA	YDL188C
PP2A-BETA	YER133W
PP2A-BETA	YNR032W
PP4C	YDL047W
PP4C	YDL134C
PP4C	YDL188C
PP4C	YER133W
PP4C	YNR032W
PP6C	YDL047W
PP6C	YDL134C
PP6C	YDL188C
PP6C	YER133W
PP6C	YNR032W
PPA1	YBR011C
PPA2	YBR011C
PPAN	YDR312W
PPAN	YHR066W
PPAT	YMR300C
PPCS	YIL083C
PPIA	YDR155C
PPIA	YDR304C
PPIA	YHR057C
PPIA	YML078W
PPIAL4C	YDR155C
PPIAL4C	YDR304C
PPIAL4C	YHR057C
PPIAL4C	YML078W
PPIAL4G	YDR155C
PPIAL4G	YDR304C
PPIAL4G	YHR057C
PPIAL4G	YML078W
PPIB	YDR155C
PPIB	YDR304C
PPIB	YHR057C
PPIB	YML078W
PPIC	YDR155C
PPIC	YDR304C
PPIC	YHR057C
PPIC	YML078W
PPID	YLR216C
PPIE	YDR155C
PPIE	YML078W
PPIF	YDR155C
PPIF	YDR304C
PPIF	YHR057C
PPIF	YML078W
PPIP5K1	YLR410W
PPIP5K2	YLR410W
PPM1A	YDL006W
PPM1B	YBL056W
PPM1G	YBL056W
PPM1G	YER089C
PPM1L	YDL006W
PPME1	YHR075C
PPOX	YER014W
PPP1CA	YER133W
PPP1CB	YER133W
PPP1CC	YER133W
PPP1R2	YMR311C
PPP1R27	YGL242C
PPP1R2B	YMR311C
PPP1R2C	YMR311C
PPP1R2P1	YMR311C
PPP1R7	YKL193C
PPP2CA	YDL134C
PPP2CA	YDL188C
PPP2CB	YDL134C
PPP2CB	YDL188C
PPP2R1A	YAL016W
PPP2R1B	YAL016W
PPP2R2A	YGL190C
PPP2R2B	YGL190C
PPP2R2C	YGL190C
PPP2R2D	YGL190C
PPP2R5A	YOR014W
PPP2R5B	YOR014W
PPP2R5C	YOR014W
PPP2R5D	YOR014W
PPP2R5E	YOR014W
PPP3CA	YLR433C
PPP3CA	YML057W
PPP3CB	YLR433C
PPP3CB	YML057W
PPP3CC	YLR433C
PPP3CC	YML057W
PPP3R1	YKL190W
PPP3R2	YKL190W
PPP4C	YDL047W
PPP4C	YDR075W
PPP4C	YNR032W
PPP4R3A	YNL201C
PPP4R3B	YNL201C
PPP4R3C	YNL201C
PPP5C	YGR123C
PPP6C	YDL047W
PPP6C	YDR075W
PPP6C	YNR032W
PPP6R1	YFR040W
PPP6R1	YGL229C
PPP6R1	YJL098W
PPP6R1	YKR028W
PPP6R2	YFR040W
PPP6R2	YGL229C
PPP6R2	YJL098W
PPP6R2	YKR028W
PPP6R3	YFR040W
PPP6R3	YGL229C
PPP6R3	YJL098W
PPP6R3	YKR028W
PPTC7	YHR076W
PRDX1	YDR453C
PRDX1	YML028W
PRDX2	YDR453C
PRDX2	YML028W
PRDX4	YDR453C
PRDX4	YML028W
PRDX5	YLR109W
PRDX6	YBL064C
PRELID1	YDR185C
PRELID1	YLR168C
PRELID1	YLR193C
PRELID3A	YDR185C
PRELID3A	YLR168C
PRELID3A	YLR193C
PRELID3B	YDR185C
PRELID3B	YLR168C
PRELID3B	YLR193C
PRIM1	YIR008C
PRIM2	YKL045W
PRKAA1	YDR477W
PRKAA2	YDR477W
PRKAB1	YER027C
PRKAB1	YGL208W
PRKAB2	YER027C
PRKAB2	YGL208W
PRKACA	YJL164C
PRKACA	YKL166C
PRKACA	YPL203W
PRKACB	YJL164C
PRKACB	YKL166C
PRKACB	YPL203W
PRKACG	YJL164C
PRKACG	YKL166C
PRKACG	YPL203W
PRKAG1	YGL115W
PRKAG2	YGL115W
PRKAG3	YGL115W
PRKAR1A	YIL033C
PRKAR1B	YIL033C
PRKAR2A	YIL033C
PRKAR2B	YIL033C
PRKCA	YBL105C
PRKCB	YBL105C
PRKCD	YBL105C
PRKCE	YBL105C
PRKCG	YBL105C
PRKCH	YBL105C
PRKCQ	YBL105C
PRKCSH	YDR221W
PRKX	YJL164C
PRKX	YKL166C
PRKX	YPL203W
PRMT1	YBR034C
PRMT5	YBR133C
PRMT8	YBR034C
PROS-30	YGR135W
PROS-30	YGR253C
PROS-30	YML092C
PROS-30	YMR314W
PROS-30	YOL038W
PROTEIN CAR	YDR373W
PROTEIN TMED10	YAR002C-A
PROTEIN TMED10	YGL002W
PROTEIN TMED10	YGL200C
PROTEIN TMED10	YHR110W
PROTEIN TMED10	YML012W
PRP4K	YNR047W
PRPF18	YGR006W
PRPF3	YDR473C
PRPF31	YGR091W
PRPF39	YDR235W
PRPF4	YPR178W
PRPF40A	YKL012W
PRPF40B	YKL012W
PRPF6	YBR055C
PRPF8	YHR165C
PRPS1	YBL068W
PRPS1	YER099C
PRPS1	YHL011C
PRPS1L1	YBL068W
PRPS1L1	YER099C
PRPS1L1	YHL011C
PRPS2	YBL068W
PRPS2	YER099C
PRUNE1	YHR201C
PSAT1	YOR184W
PSK-H1	YFR014C
PSK-H1	YKR008W
PSK-H1	YMR291W
PSK-H1	YOL016C
PSK-H2	YFR014C
PSK-H2	YKR008W
PSK-H2	YMR291W
PSK-H2	YOL016C
PSKH1	YFR014C
PSKH1	YOL016C
PSMA1	YMR314W
PSMA2	YGR135W
PSMA2	YGR253C
PSMA2	YML092C
PSMA2	YMR314W
PSMA2	YOL038W
PSMA3	YOR362C
PSMA4	YGR135W
PSMA4	YGR253C
PSMA4	YML092C
PSMA4	YMR314W
PSMA4	YOL038W
PSMA5	YGR135W
PSMA5	YGR253C
PSMA5	YML092C
PSMA5	YMR314W
PSMA5	YOL038W
PSMA6	YGL011C
PSMA7	YGR135W
PSMA7	YGR253C
PSMA7	YML092C
PSMA7	YMR314W
PSMA7	YOL038W
PSMA8	YOL038W
PSMB1	YBL041W
PSMB10	YOR157C
PSMB2	YER012W
PSMB3	YER094C
PSMB4	YFR050C
PSMB5	YPR103W
PSMB6	YJL001W
PSMB7	YOR157C
PSMB8	YPR103W
PSMB9	YJL001W
PSMC1	YDL007W
PSMC2	YKL145W
PSMC3	YOR117W
PSMC3IP	YGL033W
PSMC4	YDR394W
PSMC5	YGL048C
PSMC6	YOR259C
PSMD1	YIL075C
PSMD10	YGR232W
PSMD11	YDL097C
PSMD12	YDL147W
PSMD13	YDR427W
PSMD14	YFR004W
PSMD2	YHR027C
PSMD3	YER021W
PSMD4	YHR200W
PSMD6	YPR108W
PSMD7	YOR261C
PSMD8	YFR052W
PSMD9	YIL007C
PSME4	YFL007W
PSPH	YGR208W
PTGES3	YKL117W
PTGES3L	YKL117W
PTGR1	YML131W
PTGR2	YML131W
PTPA	YIL153W
PTPA	YPL152W
PTPN1	YDL230W
PTPN2	YDL230W
PTPN20	YDL230W
PTRH1	YHR189W
PTRH2	YBL057C
PUDP	YKL033W-A
PUM3	YDR496C
PUS1	YGL063W
PUS1	YPL212C
PUS3	YFL001W
PUS7	YOR243C
PWP1	YLR196W
PWP2	YCR057C
PYCR1	YER023W
PYCR2	YER023W
PYCR3	YER023W
PYGB	YPR160W
PYGL	YPR160W
PYGM	YPR160W
QARS1	YOR168W
QIP1	YEL013W
QIP2	YEL013W
QPCT	YFR018C
QPCTL	YFR018C
QPRT	YFR047C
QRSL1	YMR293C
RAB-11	YER031C
RAB-11	YFL005W
RAB-11	YFL038C
RAB-11	YGL210W
RAB-22	YER031C
RAB-22	YFL005W
RAB-22	YFL038C
RAB-22	YGL210W
RAB-27	YER031C
RAB-27	YFL005W
RAB-27	YFL038C
RAB-27	YGL210W
RAB-39	YER031C
RAB-39	YFL005W
RAB-39	YFL038C
RAB-39	YGL210W
RAB-9L	YDR438W
RAB-9L	YLR293C
RAB-9L	YML001W
RAB-9L	YML018C
RAB-9L	YOR185C
RAB10	YER031C
RAB10	YFL005W
RAB10	YFL038C
RAB10	YGL210W
RAB11A	YER031C
RAB11A	YGL210W
RAB11B	YER031C
RAB11B	YFL005W
RAB11B	YFL038C
RAB11B	YGL210W
RAB12	YER031C
RAB12	YFL005W
RAB12	YFL038C
RAB12	YGL210W
RAB13	YER031C
RAB13	YFL005W
RAB13	YFL038C
RAB13	YGL210W
RAB14	YER031C
RAB14	YFL005W
RAB14	YFL038C
RAB14	YGL210W
RAB15	YER031C
RAB15	YFL005W
RAB15	YFL038C
RAB15	YGL210W
RAB18	YER031C
RAB18	YFL005W
RAB18	YFL038C
RAB18	YGL210W
RAB19	YER031C
RAB19	YFL005W
RAB19	YFL038C
RAB19	YGL210W
RAB1A	YER031C
RAB1A	YFL005W
RAB1A	YFL038C
RAB1A	YGL210W
RAB1B	YER031C
RAB1B	YFL005W
RAB1B	YFL038C
RAB1B	YGL210W
RAB1C	YFL038C
RAB24	YER031C
RAB24	YFL005W
RAB24	YFL038C
RAB24	YGL210W
RAB25	YER031C
RAB25	YFL005W
RAB25	YFL038C
RAB25	YGL210W
RAB26	YER031C
RAB26	YFL005W
RAB26	YFL038C
RAB26	YGL210W
RAB27B	YER031C
RAB27B	YFL005W
RAB27B	YFL038C
RAB27B	YGL210W
RAB2A	YER031C
RAB2A	YFL005W
RAB2A	YFL038C
RAB2A	YGL210W
RAB2B	YER031C
RAB2B	YFL005W
RAB2B	YFL038C
RAB2B	YGL210W
RAB30	YER031C
RAB30	YFL005W
RAB30	YFL038C
RAB30	YGL210W
RAB31	YER031C
RAB31	YFL005W
RAB31	YFL038C
RAB31	YGL210W
RAB35	YER031C
RAB35	YFL005W
RAB35	YFL038C
RAB35	YGL210W
RAB37	YER031C
RAB37	YFL005W
RAB37	YFL038C
RAB37	YGL210W
RAB39B	YER031C
RAB39B	YFL005W
RAB39B	YFL038C
RAB39B	YGL210W
RAB3A	YER031C
RAB3A	YFL005W
RAB3A	YFL038C
RAB3A	YGL210W
RAB3B	YER031C
RAB3B	YFL005W
RAB3B	YFL038C
RAB3B	YGL210W
RAB3C	YER031C
RAB3C	YFL005W
RAB3C	YFL038C
RAB3C	YGL210W
RAB3D	YER031C
RAB3D	YFL005W
RAB3D	YFL038C
RAB3D	YGL210W
RAB41	YLR262C
RAB42	YER031C
RAB42	YFL005W
RAB42	YFL038C
RAB42	YGL210W
RAB43	YER031C
RAB43	YFL005W
RAB43	YFL038C
RAB43	YGL210W
RAB4A	YER031C
RAB4A	YFL005W
RAB4A	YFL038C
RAB4A	YGL210W
RAB4B	YER031C
RAB4B	YFL005W
RAB4B	YFL038C
RAB4B	YGL210W
RAB5A	YER031C
RAB5A	YFL005W
RAB5A	YFL038C
RAB5A	YGL210W
RAB5A	YKR014C
RAB5A	YNL093W
RAB5A	YOR089C
RAB5B	YER031C
RAB5B	YFL005W
RAB5B	YFL038C
RAB5B	YGL210W
RAB5B	YKR014C
RAB5B	YNL093W
RAB5B	YOR089C
RAB5C	YER031C
RAB5C	YFL005W
RAB5C	YFL038C
RAB5C	YGL210W
RAB5C	YKR014C
RAB5C	YNL093W
RAB5C	YOR089C
RAB6A	YLR262C
RAB6B	YLR262C
RAB6C	YLR262C
RAB6D	YLR262C
RAB7A	YDR438W
RAB7A	YLR293C
RAB7A	YML001W
RAB7A	YML018C
RAB7A	YOR185C
RAB7B	YDR438W
RAB7B	YLR293C
RAB7B	YML001W
RAB7B	YML018C
RAB7B	YOR185C
RAB8A	YER031C
RAB8A	YFL005W
RAB8A	YFL038C
RAB8A	YGL210W
RAB8B	YER031C
RAB8B	YFL005W
RAB8B	YFL038C
RAB8B	YGL210W
RAB9A	YDR438W
RAB9A	YLR293C
RAB9A	YML001W
RAB9A	YML018C
RAB9A	YOR185C
RABAC1	YNL044W
RABGEF1	YML097C
RABGGTB	YPR176C
RAC1	YIL118W
RAC1	YLR229C
RAC1	YNL090W
RAC1	YPR165W
RAC2	YIL118W
RAC2	YLR229C
RAC2	YNL090W
RAC2	YPR165W
RAC3	YIL118W
RAC3	YLR229C
RAC3	YNL090W
RAC3	YPR165W
RACK1	YMR116C
RAD18	YCR066W
RAD23A	YEL037C
RAD23B	YEL037C
RAD50	YNL250W
RAD51	YER095W
RAD54L	YGL163C
RAE1	YER107C
RALDH 1	YER073W
RALDH 1	YMR169C
RALDH 1	YMR170C
RALDH 2	YER073W
RALDH 2	YMR169C
RALDH 2	YMR170C
RALDH-3	YER073W
RALDH-3	YMR169C
RALDH-3	YMR170C
RAN	YLR293C
RAN	YOR185C
RANBP1	YDR002W
RANBP6	YMR308C
RANGAP1	YMR235C
RANGRF	YJR074W
RAP1A	YGR152C
RAP1B	YGR152C
RAP1BL	YGR152C
RAP2A	YGR152C
RAP2B	YGR152C
RAP2C	YGR152C
RARS2	YDR341C
RARS2	YHR091C
RAX	YDR451C
RAX	YML027W
RAX2	YDR451C
RAX2	YML027W
RBBP-2	YJR119C
RBBP-2	YMR176W
RBBP4	YEL056W
RBBP5	YAR003W
RBBP7	YEL056W
RBKS	YCR036W
RBM19	YPR112C
RBM28	YPL043W
RBM33	YBR108W
RBM34	YOL041C
RBM39	YOL123W
RBMXL2	YDR432W
RBX1	YOL133W
RCC1	YGL097W
RCE1	YMR274C
RCL1	YOL010W
RDH10	YDL114W
RDH10	YLR426W
RDH11	YOR246C
RDH12	YOR246C
RDH13	YNL181W
RDH13	YOR246C
RDH14	YNL181W
RDH14	YOR246C
RDH8	YIL124W
REEP5	YPR028W
REEP6	YPR028W
REN	YPL154C
RER1	YCL001W
RERG	YCR027C
REV1	YOR346W
REV3L	YPL167C
REXO2	YLR059C
RFC1	YOR217W
RFC2	YOL094C
RFC3	YBR087W
RFC4	YJR068W
RFC5	YNL290W
RFK	YDR236C
RFT1	YBL020W
RFX2	YLR176C
RHAG	YGR121C
RHAG	YNL142W
RHAG	YPR138C
RHBG	YGR121C
RHBG	YNL142W
RHBG	YPR138C
RHCE	YGR121C
RHCE	YNL142W
RHCE	YPR138C
RHCG	YGR121C
RHCG	YNL142W
RHCG	YPR138C
RHD	YGR121C
RHD	YNL142W
RHD	YPR138C
RHEB	YCR027C
RHEBL1	YCR027C
RHOA	YPR165W
RHOB	YPR165W
RHOC	YIL118W
RHOC	YLR229C
RHOC	YNL090W
RHOC	YPR165W
RHOF	YIL118W
RHOF	YLR229C
RHOF	YNL090W
RHOF	YPR165W
RHOG	YIL118W
RHOG	YLR229C
RHOG	YNL090W
RHOG	YPR165W
RHOH	YIL118W
RHOH	YLR229C
RHOH	YNL090W
RHOH	YPR165W
RHOHP1	YIL118W
RHOHP1	YLR229C
RHOHP1	YNL090W
RHOHP1	YPR165W
RHOJ	YIL118W
RHOJ	YLR229C
RHOJ	YNL090W
RHOJ	YPR165W
RHOQ	YIL118W
RHOQ	YLR229C
RHOQ	YNL090W
RHOQ	YPR165W
RHOT1	YAL048C
RHOT2	YAL048C
RICTOR	YER093C
RIDA	YER057C
RIDA	YIL051C
RIGI	YIR002C
RIOK1	YOR119C
RIOK2	YNL207W
RMND1	YDR282C
RMND5A	YDR255C
RMND5B	YDR255C
RNASEH1	YMR234W
RNASEH2A	YNL072W
RNF10	YLR427W
RNF113A	YLR323C
RNF113B	YLR323C
RNF14	YML068W
RNF20	YDL074C
RNF40	YDL074C
RNMT	YBR236C
ROMO1	YPL098C
RPA1	YAR007C
RPA2	YNL312W
RPA4	YNL312W
RPE	YJL121C
RPEL1	YJL121C
RPF1	YHR088W
RPF2	YKR081C
RPIA	YOR095C
RPL10	YLR075W
RPL10A	YGL135W
RPL10A	YPL220W
RPL10L	YLR075W
RPL11	YGR085C
RPL11	YPR102C
RPL12	YDR418W
RPL12	YEL054C
RPL13	YDL082W
RPL13	YMR142C
RPL13A	YIL133C
RPL13A	YNL069C
RPL14	YHL001W
RPL14	YKL006W
RPL15	YLR029C
RPL15	YMR121C
RPL17	YJL177W
RPL17	YKL180W
RPL18	YNL301C
RPL18	YOL120C
RPL18A	YMR242C
RPL18A	YOR312C
RPL19	YBL027W
RPL19	YBR084C-A
RPL21	YBR191W
RPL21	YPL079W
RPL22	YFL034C-A
RPL22	YLR061W
RPL22L1	YFL034C-A
RPL22L1	YLR061W
RPL23	YBL087C
RPL23	YER117W
RPL23A	YOL127W
RPL24	YGL031C
RPL24	YGR148C
RPL26	YGR034W
RPL26	YLR344W
RPL26L1	YGR034W
RPL26L1	YLR344W
RPL27	YDR471W
RPL27	YHR010W
RPL27A	YGL103W
RPL3	YOR063W
RPL30	YGL030W
RPL31	YDL075W
RPL31	YLR406C
RPL32	YBL092W
RPL34	YER056C-A
RPL34	YIL052C
RPL35	YDL136W
RPL35	YDL191W
RPL35A	YOR234C
RPL35A	YPL143W
RPL36	YMR194W
RPL36	YPL249C-A
RPL36A	YHR141C
RPL36A	YNL162W
RPL36A-HNRNPH2	YHR141C
RPL36A-HNRNPH2	YNL162W
RPL36AL	YHR141C
RPL36AL	YNL162W
RPL37	YDR500C
RPL37	YLR185W
RPL37A	YJR094W-A
RPL37A	YPR043W
RPL37AP8	YJR094W-A
RPL37AP8	YPR043W
RPL38	YLR325C
RPL39	YJL189W
RPL39L	YJL189W
RPL39P5	YJL189W
