human_symbol	yeast_sgd
ATG4B	YNL223W
ATG4C	YNL223W
ATG4D	YNL223W
ATG5	YPL149W
ATG7	YHR171W
ATG9A	YDL149W
ATG9B	YDL149W
ATIC	YLR028C
ATIC	YMR120C
ATOX1	YNL259C
ATP10A	YAL026C
ATP10A	YIL048W
ATP10B	YAL026C
ATP10B	YIL048W
ATP10D	YAL026C
ATP10D	YDR093W
ATP10D	YER166W
ATP10D	YIL048W
ATP11A	YAL026C
ATP11A	YIL048W
ATP11B	YAL026C
ATP11B	YIL048W
ATP11C	YAL026C
ATP11C	YIL048W
ATP12A	YDR038C
ATP12A	YDR039C
ATP12A	YDR040C
ATP12A	YGL167C
ATP13A1	YEL031W
ATP13A2	YOR291W
ATP13A3	YOR291W
ATP13A4	YOR291W
ATP13A5	YOR291W
ATP1A2	YDR038C
ATP1A2	YDR039C
ATP1A2	YDR040C
ATP1A4	YDR038C
ATP1A4	YDR039C
ATP1A4	YDR040C
ATP1A4	YGL167C
ATP23	YNR020C
ATP2A2	YDR038C
ATP2A2	YDR039C
ATP2A2	YDR040C
ATP2B1	YGL006W
ATP2B2	YGL006W
ATP2B3	YGL006W
ATP2B4	YGL006W
ATP2C1	YGL167C
ATP2C2	YGL167C
ATP4A	YDR038C
ATP4A	YDR039C
ATP4A	YDR040C
ATP4A	YGL167C
ATP5F1A	YBL099W
ATP5F1B	YJR121W
ATP5F1C	YBR039W
ATP5F1D	YDL004W
ATP5PB	YPL078C
ATP5PD	YKL016C
ATP5PO	YDR298C
ATP6V0A1	YMR054W
ATP6V0A1	YOR270C
ATP6V0A2	YMR054W
ATP6V0A2	YOR270C
ATP6V0A4	YMR054W
ATP6V0A4	YOR270C
ATP6V0B	YHR026W
ATP6V0C	YEL027W
ATP6V0C	YPL234C
ATP6V0D1	YLR447C
ATP6V0D2	YLR447C
ATP6V1A	YDL185W
ATP6V1B1	YBR127C
ATP6V1B2	YBR127C
ATP6V1C1	YKL080W
ATP6V1C2	YKL080W
ATP6V1D	YEL051W
ATP6V1E1	YOR332W
ATP6V1E2	YOR332W
ATP6V1F	YGR020C
ATP6V1G1	YHR039C-A
ATP6V1G2	YHR039C-A
ATP6V1G3	YHR039C-A
ATP7A	YDR038C
ATP7A	YDR039C
ATP7A	YDR040C
ATP7A	YDR270W
ATP7A	YGL167C
ATP7B	YDR038C
ATP7B	YDR039C
ATP7B	YDR040C
ATP7B	YDR270W
ATP7B	YGL167C
ATP8A1	YAL026C
ATP8A1	YIL048W
ATP8A2	YAL026C
ATP8A2	YIL048W
ATP8B1	YAL026C
ATP8B1	YDR093W
ATP8B1	YER166W
ATP8B1	YIL048W
ATP8B2	YAL026C
ATP8B2	YIL048W
ATP8B3	YAL026C
ATP8B3	YIL048W
ATP8B4	YAL026C
ATP8B4	YIL048W
ATP9A	YAL026C
ATP9A	YIL048W
ATP9B	YAL026C
ATP9B	YIL048W
ATPAF2	YJL180C
ATPASE 2C1	YDR038C
ATPASE 2C1	YDR039C
ATPASE 2C1	YDR040C
ATPASE 2C1	YGL167C
ATPASE 2C2	YDR038C
ATPASE 2C2	YDR039C
ATPASE 2C2	YDR040C
ATPASE 2C2	YGL167C
ATR	YBR136W
AURKA	YPL209C
AURKB	YPL209C
AURKC	YPL209C
AVL9	YLR114C
AWAT1	YOR245C
AWAT2	YOR245C
AZIN1	YKL184W
AZIN2	YKL184W
BBOX1	YHL021C
BCAP29	YKL065C
BCAP29	YMR040W
BCAP31	YDL072C
BCAT1	YHR208W
BCAT1	YJR148W
BCAT2	YHR208W
BCAT2	YJR148W
BCCIP	YDR361C
BCKDK	YGL059W
BCKDK	YIL042C
BCS1L	YDR375C
BECN1	YPL120W
BECN2	YPL120W
BET1	YIL004C
BET1L	YIL004C
BHMT	YLL062C
BHMT	YPL273W
BHMT2	YLL062C
BHMT2	YPL273W
BIN3	YCR009C
BLMH	YNL239W
BLTP2	YLR454W
BLTP2	YPR117W
BMS1	YPL217C
BOLA1	YAL044W-A
BOLA2; BOLA2B	YGL220W
BOLA3	YAL046C
BOP1	YMR049C
BOV-1	YGL044C
BOV-1	YGR156W
BPGM	YKL152C
BPGM	YKR043C
BPGM	YOR283W
BRAP	YHL010C
BRD2	YDL070W
BRD2	YLR399C
BRD3	YDL070W
BRD3	YLR399C
BRD4	YDL070W
BRD4	YLR399C
BRDT	YDL070W
BRDT	YLR399C
BRF1	YGR246C
BRIX1	YOL077C
BRSK1	YOR233W
BRSK1	YPL141C
BRSK2	YOR233W
BRSK2	YPL141C
BTAF1	YPL082C
BTF3	YDR252W
BTF3	YPL037C
BTF3L4	YDR252W
BTF3L4	YPL037C
BTRC	YGL213C
BTRC	YIL112W
BUB1	YGR188C
BUB1B	YGR188C
BUB3	YOR026W
BUD23	YCR047C
BUD31	YCR063W
BYSL	YBR247C
C1D	YHR081W
C2ORF76	YKR074W
CAB39	YKL189W
CAB39L	YKL189W
CACNA1C	YGR217W
CACNA1D	YGR217W
CACNA1F	YGR217W
CACNA1S	YGR217W
CAD	YJL130C
CALM1	YBR109C
CALM2	YBR109C
CALM3	YBR109C
CALML3	YBR109C
CAM KINASE IB	YFR014C
CAM KINASE IB	YKR008W
CAM KINASE IB	YMR291W
CAM KINASE IB	YOL016C
CAM KINASE ID	YFR014C
CAM KINASE ID	YKR008W
CAM KINASE ID	YMR291W
CAM KINASE ID	YOL016C
CAM KINASE IG	YFR014C
CAM KINASE IG	YKR008W
CAM KINASE IG	YMR291W
CAM KINASE IG	YOL016C
CAM KINASE II SUBUNIT BETA	YFR014C
CAM KINASE II SUBUNIT BETA	YKR008W
CAM KINASE II SUBUNIT BETA	YMR291W
CAM KINASE II SUBUNIT BETA	YOL016C
CAM-KI	YFR014C
CAM-KI	YKR008W
CAM-KI	YMR291W
CAM-KI	YOL016C
CAMK IV	YFR014C
CAMK IV	YKR008W
CAMK IV	YMR291W
CAMK IV	YOL016C
CAMK1	YFR014C
CAMK1	YOL016C
CAMK1D	YFR014C
CAMK1D	YOL016C
CAMK1G	YFR014C
CAMK1G	YKR008W
CAMK1G	YMR291W
CAMK1G	YOL016C
CAMK4	YFR014C
CAMK4	YOL016C
CAMKK1	YGL179C
CAMKK2	YGL179C
CAMKV	YFR014C
CAMKV	YKR008W
CAMKV	YMR291W
CAMKV	YOL016C
CAP1	YNL138W
CAP2	YNL138W
CAPZA1	YKL007W
CAPZA2	YKL007W
CAPZA3	YKL007W
CAPZB	YIL034C
CARNMT1	YNL092W
CARS1	YNL247W
CAT	YDR256C
CAT-1	YFL055W
CAT-1	YLL061W
CAT-1	YPL274W
CAT-2	YFL055W
CAT-2	YLL061W
CAT-2	YPL274W
CAT-3	YFL055W
CAT-3	YLL061W
CAT-3	YPL274W
CAT-4	YFL055W
CAT-4	YLL061W
CAT-4	YPL274W
CBS	YGR155W
CCDC150	YGL086W
CCDC186	YGR238C
CCDC186	YHR158C
CCDC186	YOR195W
CCDC25	YMR132C
CCDC77	YMR198W
CCDC77	YPL253C
CCDC90B	YFL046W
CCNB1	YGR108W
CCNB1	YPR119W
CCNB2	YGR108W
CCNB2	YPR119W
CCNC	YNL025C
CCNH	YPR025C
CCS	YMR038C
CCT2	YIL142W
CCT3	YJL014W
CCT4	YDL143W
CCT5	YJR064W
CCT6A	YDR188W
CCT6B	YDR188W
CCT7	YJL111W
CCT8	YJL008C
CD2BP2	YHR156C
CDA	YLR245C
CDC123	YLR215C
CDC14A	YFR028C
CDC14B	YFR028C
CDC14C	YFR028C
CDC16	YKL022C
CDC23	YHR166C
CDC27	YBL084C
CDC34	YDR054C
CDC37	YDR168W
CDC37L1	YDR168W
CDC40	YDR364C
CDC42	YIL118W
CDC42	YLR229C
CDC42	YNL090W
CDC42	YPR165W
CDC45	YLR103C
CDC6	YJL194W
CDC7	YDL017W
CDCREL-1	YCR002C
CDCREL-1	YDL225W
CDCREL-1	YDR218C
CDCREL-1	YGR059W
CDCREL-1	YHR107C
CDCREL-1	YJR076C
CDCREL-1	YLR314C
CDIPT	YPR113W
CDK1	YBR160W
CDK19	YPL042C
CDK2	YBR160W
CDK3	YBR160W
CDK5	YPL031C
CDK7	YDL108W
CDK8	YPL042C
CDK9	YKL139W
CDS1	YBR029C
CDS2	YBR029C
CDYL2	YLR284C
CDYL2	YOR180C
CEBPZ	YDR060W
CELF1	YCL011C
CELF1	YNL004W
CELF2	YCL011C
CELF2	YNL004W
CENPE	YDR150W
CENPF	YDR150W
CENTRACTIN	YFL039C
CENTRACTIN	YHR129C
CEPT1	YHR123W
CERS1	YHL003C
CERS1	YKL008C
CERS2	YHL003C
CERS2	YKL008C
CERS3	YHL003C
CERS3	YKL008C
CERS4	YHL003C
CERS4	YKL008C
CERS5	YHL003C
CERS5	YKL008C
CERS6	YHL003C
CERS6	YKL008C
CETN1	YOR257W
CETN2	YOR257W
CETN3	YOR257W
CFDP1	YBR231C
CFL1	YLL050C
CFL2	YLL050C
CHAC1	YER163C
CHAC2	YER163C
CHAF1B	YML102W
CHAT	YML042W
CHCHD2	YMR002W
CHCHD2P9	YMR002W
CHD1	YER164W
CHD2	YER164W
CHEK1	YBR274W
CHEK2	YPL153C
CHI3L1	YDR371W
CHI3L2	YDR371W
CHIA	YDR371W
CHIT1	YDR371W
CHKA	YDR147W
CHKA	YLR133W
CHKB	YDR147W
CHKB	YLR133W
CHMP1A	YKR035W-A
CHMP1B	YKR035W-A
CHMP2A	YKL002W
CHMP2B	YKL041W
CHMP3	YKL041W
CHMP4A	YLR025W
CHMP4A	YMR077C
CHMP4B	YLR025W
CHMP4B	YMR077C
CHMP4BP1	YLR025W
CHMP4C	YLR025W
CHMP4C	YMR077C
CHMP5	YDR486C
CHMP6	YMR077C
CHRAC1	YJL065C
CHTF18	YMR078C
CIAO1	YDR267C
CIAO2B	YHR122W
CIAO3	YNL240C
CIAPIN1	YKR071C
CILK1	YJL106W
CKI-DELTA	YER123W
CKI-DELTA	YHR135C
CKI-DELTA	YNL154C
CKI-DELTA	YPL204W
CKI-EPSILON	YER123W
CKI-EPSILON	YHR135C
CKI-EPSILON	YNL154C
CKI-EPSILON	YPL204W
CKI-GAMMA 1	YER123W
CKI-GAMMA 1	YHR135C
CKI-GAMMA 1	YNL154C
CKI-GAMMA 1	YPL204W
CKI-GAMMA 2	YER123W
CKI-GAMMA 2	YHR135C
CKI-GAMMA 2	YNL154C
CKI-GAMMA 2	YPL204W
CKI-GAMMA 3	YER123W
CKI-GAMMA 3	YHR135C
CKI-GAMMA 3	YNL154C
CKI-GAMMA 3	YPL204W
CKS1B	YBR135W
CKS2	YBR135W
CLCN3	YJR040W
CLCN4	YJR040W
CLCN5	YJR040W
CLIP1	YFR016C
CLIPIN-A	YLR429W
CLIPIN-C	YLR429W
CLIPIN-E	YLR429W
CLK1	YLL019C
CLK2	YLL019C
CLK3	YLL019C
CLK4	YLL019C
CLN3	YJL059W
CLP1	YOR250C
CLPX	YBR227C
CLTC	YGL206C
CLTCL1	YGL206C
CLUH	YMR012W
CMBL	YAL049C
CMC2	YBL059C-A
CMC4	YMR194C-B
CMPK1	YKL024C
CNA ALPHA	YLR433C
CNA ALPHA	YML057W
CNA BETA	YLR433C
CNA BETA	YML057W
CNBP	YNL255C
CNDP1	YFR044C
CNDP2	YFR044C
CNIH-1	YBR210W
CNIH-1	YGL054C
CNIH-2	YBR210W
CNIH-2	YGL054C
CNIH-3	YBR210W
CNIH-3	YGL054C
CNIH-4	YBR210W
CNIH-4	YGL054C
CNIH1	YBR210W
CNIH1	YGL054C
CNIH2	YBR210W
CNIH2	YGL054C
CNIH4	YBR210W
CNIH4	YGL054C
CNN1	YOR367W
CNN2	YOR367W
CNN3	YOR367W
CNOT1	YCR093W
CNOT3	YIL038C
CNOT4	YER068W
CNOT6	YAL021C
CNOT6L	YAL021C
CNOT6L	YOL042W
CNOT7	YNR052C
CNOT8	YNR052C
CNOT9	YNL288W
COA5	YJR034W
COG3	YER157W
COG4	YPR105C
COG6	YNL041C
COPA	YDL145C
COPB1	YDR238C
COPB2	YGL137W
COPG1	YNL287W
COPG2	YNL287W
COPZ1	YPL010W
COPZ2	YPL010W
COQ10A	YOL008W
COQ10B	YOL008W
COQ2	YNR041C
COQ3	YOL096C
COQ4	YDR204W
COQ5	YML110C
COQ6	YGR255C
COQ7	YOR125C
COQ8A	YGL119W
COQ8B	YGL119W
COQ9	YLR201C
CORO1A	YLR429W
CORO1B	YLR429W
CORO1C	YLR429W
CORO2A	YLR429W
CORO2B	YLR429W
CORO6	YLR429W
COX10	YPL172C
COX11	YPL132W
COX15	YER141W
COX16	YJL003W
COX17	YLL009C
COX18	YGR062C
COX19	YLL018C-A
COX5A	YHR051W
COX5B	YGL187C
COX6A1	YGL191W
COX6A2	YGL191W
COX6B1	YLR038C
COX6B2	YLR038C
CPA1	YHR132C
CPA2	YHR132C
CPA3	YHR132C
CPA4	YHR132C
CPA5	YHR132C
CPA6	YHR132C
CPB1	YHR132C
CPB2	YHR132C
CPO	YHR132C
CPOX	YDR044W
CPS1	YJR109C
CPSF1	YDR301W
CPSF2	YLR115W
CPSF3	YLR277C
CPT1A	YML042W
CPT2	YAR035W
CRAT	YML042W
CRCP	YJL011C
CRLS1	YDL142C
CRMP1	YIR027C
CRN	YLR117C
CRNKL1	YLR117C
CRY1	YOR386W
CRY2	YOR386W
CRYM	YGL159W
CS	YCR005C
CS	YNR001C
CSAD	YJL010C
CSE1L	YGL238W
CSNK1D	YPL204W
CSNK1E	YPL204W
CSNK1G1	YER123W
CSNK1G1	YHR135C
CSNK1G1	YNL154C
CSNK1G2	YER123W
CSNK1G2	YHR135C
CSNK1G2	YNL154C
CSNK1G3	YER123W
CSNK1G3	YHR135C
CSNK1G3	YNL154C
CSNK2A1	YIL035C
CSNK2A2	YIL035C
CSNK2A3	YIL035C
CSNK2B	YOR039W
CSTF 64 KDA SUBUNIT	YGL044C
CSTF 64 KDA SUBUNIT	YGR156W
CSTF 64 KDA SUBUNIT TAU VARIANT	YGL044C
CSTF 64 KDA SUBUNIT TAU VARIANT	YGR156W
CSTF3	YMR061W
CT31	YJR119C
CT31	YMR176W
CTDP1	YMR277W
CTDSP-LIKE	YLL010C
CTDSP-LIKE	YLR019W
CTDSP-LIKE 2	YLL010C
CTDSP-LIKE 2	YLR019W
CTH	YAL012W
CTNS	YCR075C
CTPS1	YBL039C
CTPS1	YJR103W
CTPS2	YBL039C
CTPS2	YJR103W
CTR9	YOL145C
CTSA	YBR139W
CTSA	YMR297W
CTSD	YPL154C
CTSE	YPL154C
CTTN	YKL129C
CTTN	YMR109W
CTU1	YGL211W
CUL1	YDL132W
CUL2	YDL132W
CUL3	YGR003W
CUL4A	YGR003W
CUL4B	YGR003W
CWC22	YGR278W
CWC27	YPL064C
CWF19L1	YGR093W
CWH43	YCR017C
CYB5A	YNL111C
CYB5B	YNL111C
CYB5R1	YIL043C
CYB5R1	YKL150W
CYB5R1	YML087C
CYB5R1	YML125C
CYB5R2	YIL043C
CYB5R2	YKL150W
CYB5R2	YML087C
CYB5R2	YML125C
CYB5R3	YIL043C
CYB5R3	YKL150W
CYB5R3	YML087C
CYB5R3	YML125C
CYC1	YOR065W
CYCS	YEL039C
CYCS	YJR048W
CYP2J2	YDR402C
CYP3A4	YDR402C
CYP3A43	YDR402C
CYP3A5	YDR402C
CYP3A7	YDR402C
CYP4A11	YDR402C
CYP4A22	YDR402C
CYP4B1	YDR402C
CYP4F11	YDR402C
CYP4F12	YDR402C
CYP4F2	YDR402C
CYP4F22	YDR402C
CYP4F3	YDR402C
CYP4F8	YDR402C
CYP4V2	YDR402C
CYP4X1	YDR402C
CYP4X1	YMR015C
CYP4Z1	YDR402C
CYP4Z2P	YDR402C
CYP51A1	YHR007C
CZIB	YCR090C
D2HGDH	YDL178W
D2HGDH	YEL071W
DAAM1	YIL159W
DAAM1	YNL271C
DAAM2	YIL159W
DAAM2	YNL271C
DAD1	YOR103C
DARS1	YLL018C
DARS2	YPL104W
DAZAP1	YNL175C
DBI	YGR037C
DBNL	YCR088W
DBR1	YKL149C
DC-UBP	YBR105C
DC-UBP	YGR066C
DCAF13	YLL011W
DCAF7	YDR364C
DCAF7	YGL004C
DCAF7	YKL018W
DCAF7	YPL247C
DCAKD	YDR196C
DCPH1	YMR027W
DCPS	YLR270W
DCPS	YOR173W
DCUN1D1	YLR128W
DCUN1D2	YLR128W
DCUN1D3	YLR128W
DCUN1D4	YLR128W
DCUN1D5	YLR128W
DD-2	YBR149W
DD-2	YDR368W
DD-2	YJR096W
DD-2	YOR120W
DDI1	YER143W
DDI2	YER143W
DDOST	YEL002C
DDX10	YJL033W
DDX11	YPL008W
DDX11L8	YPL008W
DDX12P	YPL008W
DDX17	YNL112W
DDX18	YKL161C
DDX18	YMR290C
DDX19A	YOR046C
DDX19B	YOR046C
DDX23	YDR243C
DDX24	YBR142W
DDX25	YOR046C
DDX27	YLL008W
DDX31	YKR024C
DDX39A	YDL084W
DDX39B	YDL084W
DDX3X	YOR204W
DDX3X	YPL119C
DDX3Y	YOR204W
DDX3Y	YPL119C
DDX46	YBR237W
DDX47	YHR065C
DDX49	YHR169W
DDX5	YNL112W
DDX51	YNR038W
DDX52	YGL171W
DDX54	YDL031W
DDX55	YFL002C
DDX55	YKL161C
DDX55	YMR290C
DDX56	YLR276C
DDX6	YDL160C
DDX60	YJL050W
DDX60L	YJL050W
DECR2	YNL202W
DENND11	YKL047W
DENR	YJR014W
DEPDC5	YJR138W
DERL1	YDR411C
DERL2	YDR411C
DERL3	YDR411C
DGAT2	YOR245C
DGAT2L6	YOR245C
DHDDS	YBR002C
DHDH	YMR315W
DHFR	YOR236W
DHFR2	YOR236W
DHLP1	YER013W
DHLP1	YGL120C
DHLP1	YKL078W
DHLP1	YKR086W
DHLP1	YNR011C
DHODH	YKL216W
DHPS	YHR068W
DHRS11	YMR226C
DHRS13	YOR246C
DHRS3	YDL114W
DHRS3	YLR426W
DHRSX	YOR246C
DHX15	YGL120C
DHX16	YER013W
DHX16	YGL120C
DHX16	YKL078W
DHX16	YKR086W
DHX16	YNR011C
DHX29	YLR419W
DHX33	YER013W
DHX33	YGL120C
DHX33	YKL078W
DHX33	YKR086W
DHX33	YNR011C
DHX34	YER013W
DHX34	YGL120C
DHX34	YKL078W
DHX34	YKR086W
DHX34	YNR011C
DHX35	YER013W
DHX35	YGL120C
DHX35	YKL078W
DHX35	YKR086W
DHX35	YNR011C
DHX36	YLR419W
DHX37	YMR128W
DHX38	YER013W
DHX38	YGL120C
DHX38	YKL078W
DHX38	YKR086W
DHX38	YNR011C
DHX40	YER013W
DHX40	YGL120C
DHX40	YKL078W
DHX40	YKR086W
DHX40	YNR011C
DHX57	YLR419W
DHX58	YIR002C
DHX8	YER013W
DHX8	YGL120C
DHX8	YKL078W
DHX8	YKR086W
DHX8	YNR011C
DIAPH1	YIL159W
DIAPH1	YNL271C
DIAPH2	YIL159W
DIAPH2	YNL271C
DIAPH3	YIL159W
DIAPH3	YNL271C
DIMT1	YPL266W
DIS3	YOL021C
DJ3	YLR090W
DJ3	YNL007C
DJ3	YNL064C
DJ3	YNL077W
DKC1	YLR175W
DKFZP781N0678	YHR216W
DKFZP781N0678	YLR432W
DKFZP781N0678	YML056C
DLAT	YNL071W
DLD	YFL018C
DLST	YDR148C
DMAP1	YGR002C
DMC1	YER179W
DMP1	YMR173W
DNA2	YHR164C
DNAJA1	YNL064C
DNAJA2	YNL064C
DNAJA3	YFL016C
DNAJA4	YNL064C
DNAJB1	YNL007C
DNAJB13	YLR090W
DNAJB13	YNL007C
DNAJB13	YNL064C
DNAJB13	YNL077W
DNAJB2	YMR161W
DNAJB3	YMR161W
DNAJB4	YNL007C
DNAJB5	YNL007C
DNAJB6	YMR161W
DNAJB7	YMR161W
DNAJB8	YER048C
DNAJB8	YGL128C
DNAJB8	YIR004W
DNAJB8	YJL162C
DNAJB8	YJR097W
DNAJB8	YMR161W
DNAJB8	YOR254C
DNAJC21	YNL227C
DNAJC24	YJR097W
DNAJC8	YER048C
DNAJC8	YGL128C
DNAJC8	YIR004W
DNAJC8	YJL162C
DNAJC8	YJR097W
DNAJC8	YMR161W
DNAJC8	YOR254C
DNM1L	YLL001W
DNPEP	YHR113W
DOHH	YJR070C
DOLK	YMR013C
DOLPP1	YGR036C
DPAGT1	YBR243C
DPH1	YIL103W
DPH2	YKL191W
DPH3	YBL071W-A
DPH3P1	YBL071W-A
DPH5	YLR172C
DPM1	YPR183W
DPP10	YHR028C
DPP10	YOR219C
DPP3	YOL057W
DPP4	YHR028C
DPP4	YOR219C
DPP6	YHR028C
DPP6	YOR219C
DPYS	YIR027C
DPYSL2	YIR027C
DPYSL3	YIR027C
DPYSL4	YIR027C
DPYSL5	YIR027C
DQX1	YER013W
DQX1	YGL120C
DQX1	YKL078W
DQX1	YKR086W
DQX1	YNR011C
DR1	YDR397C
DREAM	YDR373W
DRG1	YAL036C
DRG2	YGR173W
DRGX	YDR451C
DRGX	YML027W
DSCC1	YCL016C
DSPP	YGR014W
DSTN	YLL050C
DTD1	YDL219W
DTYMK	YJR057W
DUS1L	YML080W
DUS2	YNR015W
DUS3L	YLR401C
DUS4L	YLR405W
DUSP12	YIR026C
DUSP14	YIL113W
DUSP18	YIL113W
DUSP21	YIL113W
DUSP26	YIL113W
DUSP28	YIL113W
DUT	YBR252W
DXO	YGL246C
DYNC1H1	YKR054C
DYNLL1	YDR424C
DYNLL2	YDR424C
DYRK2	YJL141C
DYRK2	YLL019C
DYRK3	YJL141C
DYRK4	YJL141C
DYRK4	YLL019C
EARS2	YOL033W
EB1	YER016W
EB2	YER016W
EBF3	YER016W
ECI2	YLR284C
ECI2	YOR180C
ECPAS	YHL030W
EDEM1	YHR204W
EDF1	YOR298C-A
EEF1A1	YPR080W
EEF1A1P5	YPR080W
EEF1A2	YPR080W
EEF1AKMT1	YGR001C
EEF1AKMT2	YIL064W
EEF1AKMT3	YNL024C
EEF1B2	YAL003W
EEF1D	YAL003W
EEF1G	YKL081W
EEF1G	YPL048W
EEF2	YOR133W
EEF2KMT	YJR129C
EFL1	YNL163C
EHB3	YDR364C
EHB3	YGL004C
EHB3	YKL018W
EHB3	YPL247C
EHD1	YNL084C
EHD2	YNL084C
EHD3	YNL084C
EHD4	YNL084C
EIF1	YNL244C
EIF1AX	YMR260C
EIF1AY	YMR260C
EIF1B	YNL244C
EIF2A	YGR054W
EIF2AK4	YDR283C
EIF2B1	YKR026C
EIF2B2	YLR291C
EIF2B3	YOR260W
EIF2B4	YGR083C
EIF2B5	YDR211W
EIF2D	YDR117C
EIF2S1	YJR007W
EIF2S2	YPL237W
EIF2S3	YER025W
EIF2S3B	YER025W
EIF3A	YBR079C
EIF3B	YOR361C
EIF3C	YMR309C
EIF3CL	YMR309C
EIF3G	YDR429C
EIF3I	YMR146C
EIF3J	YLR192C
EIF4A1	YDR021W
EIF4A1	YKR059W
EIF4A2	YDR021W
EIF4A2	YKR059W
EIF4A3	YDR021W
EIF4A3	YKR059W
EIF4E	YOL139C
EIF4E1B	YOL139C
EIF5	YPR041W
EIF5A	YEL034W
EIF5A	YJR047C
EIF5A2	YEL034W
EIF5A2	YJR047C
EIF5AL1	YEL034W
EIF5AL1	YJR047C
EIF5B	YAL035W
EIF6	YPR016C
ELAC2	YKR079C
ELAVL1	YCL011C
ELAVL1	YNL004W
ELAVL2	YCL011C
ELAVL2	YNL004W
ELAVL3	YCL011C
ELAVL3	YNL004W
ELAVL4	YCL011C
ELAVL4	YNL004W
ELOC	YPL046C
ELOF1	YKL160W
ELOVL1	YLR372W
ELOVL2	YCR034W
ELOVL2	YJL196C
ELOVL3	YJL196C
ELOVL4	YLR372W
ELOVL5	YCR034W
ELOVL5	YJL196C
ELOVL6	YCR034W
ELOVL6	YJL196C
ELOVL7	YCR034W
ELOVL7	YJL196C
ELOVL7	YLR372W
ELP1	YLR384C
ELP2	YGR200C
ELP3	YPL086C
ELP4	YPL101W
EMC1	YCL045C
EMC2	YJR088C
EMC3	YKL207W
EMC4	YGL231C
EMG1	YLR186W
ENDOG	YJL208C
ENO1	YGR254W
ENO1	YHR174W
ENO1	YMR323W
ENO1	YOR393W
ENO1	YPL281C
ENO2	YGR254W
ENO2	YHR174W
ENO2	YMR323W
ENO2	YOR393W
ENO2	YPL281C
ENO3	YGR254W
ENO3	YHR174W
ENO3	YMR323W
ENO3	YOR393W
ENO3	YPL281C
ENOPH1	YEL038W
ENPEP	YHR047C
ENPEP	YKL157W
ENPP4	YCR026C
ENPP4	YEL016C
ENPP5	YCR026C
ENPP5	YEL016C
ENPP6	YCR026C
ENPP6	YEL016C
ENPP7	YCR026C
ENPP7	YEL016C
ENTHD1	YDL161W
ENTHD1	YLR206W
ENTPD4	YER005W
ENTPD5	YEL042W
ENTPD6	YEL042W
ENTPD7	YER005W
ENY2	YBR111W-A
EPN1	YDL161W
EPN1	YLR206W
EPN2	YDL161W
EPN2	YLR206W
EPN3	YDL161W
EPN3	YLR206W
ERAP2	YHR047C
ERAP2	YKL157W
ERC2	YLR309C
ERCC2	YER171W
ERCC3	YIL143C
ERCC4	YPL022W
ERCC5	YGR258C
ERCC6	YJR035W
ERG28	YER044C
ERGIC1	YAL042W
ERGIC2	YML067C
ERGIC3	YAL042W
ERN1	YHR079C
ERN2	YHR079C
ERO1A	YML130C
ERO1B	YML130C
ERS25	YAR002C-A
ERS25	YGL002W
ERS25	YGL200C
ERS25	YHR110W
ERS25	YML012W
ESD	YJL068C
ESF1	YDR365C
ETF1	YBR143C
ETFA	YPR004C
ETFB	YGR207C
ETFDH	YOR356W
ETNK1	YDR147W
ETNK1	YLR133W
ETNK2	YDR147W
ETNK2	YLR133W
ETNPPL	YOL140W
EVI5	YMR192W
EVI5	YPL249C
EVI5L	YMR192W
EVI5L	YPL249C
EXOC2	YDR166C
EXOC3	YIL068C
EXOC3L1	YIL068C
EXOC4	YPR055W
EXOC5	YLR166C
EXOC6	YGL233W
EXOC6B	YGL233W
EXOSC10	YOR001W
EXOSC2	YHR069C
EXOSC3	YOL142W
EXOSC4	YGR195W
EXOSC5	YGR095C
EXOSC9	YDR280W
FA2H	YMR272C
FAAH	YDR242W
FACL4	YIL009W
FACL4	YMR246W
FACL4	YOR317W
FAHD1	YNL168C
FAIM2	YNL305C
FAM72B	YHL010C
FAM72B	YLL039C
FAM72B	YOR052C
FAM72C	YHL010C
FAM72C	YLL039C
FAM72C	YOR052C
FAM72D	YHL010C
FAM72D	YLL039C
FAM72D	YOR052C
FAM86B1	YJR129C
FAM86B2	YJR129C
FAP	YHR028C
FAP	YOR219C
FARS2	YPR047W
FARSA	YFL022C
FARSB	YLR060W
FBL	YDL014W
FBLL1	YDL014W
FBP1	YLR377C
FBP2	YLR377C
FBXO9	YLR097C
FCF1	YDR339C
FCHSD2	YHR114W
FDFT1	YHR190W
FDPS	YJL167W
FDX2	YPL252C
FDXR	YDR376W
FECH	YOR176W
FEN1	YKL113C
FGGY	YDR109C
FH	YPL262W
FHIT	YDR305C
FIG4	YNL325C
FIS1	YIL065C
FKBP1A	YNL135C
FKBP1B	YNL135C
FKBP1C	YNL135C
FKBP2	YDR519W
FMO 1	YHR176W
FMO 1	YPR179C
FMO 2	YHR176W
FMO 2	YPR179C
FMO 3	YHR176W
FMO 3	YPR179C
FMO 4	YHR176W
FMO 4	YPR179C
FMO 5	YHR176W
FMO 5	YPR179C
FMO1	YHR176W
FMO2	YHR176W
FMO2	YPR179C
FMO3	YHR176W
FMO3	YPR179C
FMO4	YHR176W
FMO5	YHR176W
FMO6P	YHR176W
FNBP1	YHR114W
FNBP1L	YHR114W
FNTB	YDL090C
FOLH1	YJR126C
FOLH1B	YJR126C
FPGS	YOR241W
FRY	YIL129C
FRYL	YIL129C
