候选ID	靶点名称	靶点Uniprot	靶点家族	CRC方向	CRC状态效应	化合物药理方向	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	功能效力_pEC50_AC50	结合效力_pIC50_Ki_Kd	功能效力_测定来源	结合效力_测定来源	测定类型	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_DTI集成	PD预测_pIC50_kNN近邻	PD适用域_最近邻Tanimoto	构象态	药理作用	对接门_通过	PD门_通过
YeastBridge_Mol004	OPRM1	P35372	gpcr	activate	-0.0022835191242241	AGONIST	功能性调节（EC50/AC50 测定，p=6.54；激动/拮抗方向未实验判定）	LNEPOXFFQSENCJ-UHFFFAOYSA-N	CHEMBL54	CHEMBL233	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	6.54	6.0	Binding affinity towards human OPRM1 in an in vitro assay with cellular components measure [10.1038/s41467-023-40064-9]	DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine) []	AC50 IC50 Ki	0.0	0.0181	1	6.0	-7.4	6.78	6.24	0.25	活性态	激动剂	是	是
