ligand_id	receptor	score
REF_LPA	lpar1/4Z34	-6.5
REF_ONO0740556	lpar1/4Z34	-7.5
REF_ONO9780307	lpar1/4Z34	-9.8
REF_LPA	lpar1/7TD0	-7.0
REF_ONO0740556	lpar1/7TD0	-8.0
REF_ONO9780307	lpar1/7TD0	-9.3
REF_LPA	lpar1/7YU3	-6.9
REF_ONO0740556	lpar1/7YU3	-7.7
REF_ONO9780307	lpar1/7YU3	-9.6
REF_RETIGABINE	kcnq2/7CR0	-5.8
REF_ZTZ240	kcnq2/7CR0	-5.6
REF_RETIGABINE	kcnq2/7CR1	-8.2
REF_ZTZ240	kcnq2/7CR1	-8.3
REF_RETIGABINE	kcnq2/7CR2	-8.3
REF_ZTZ240	kcnq2/7CR2	-7.3
