候选ID	靶点名称	靶点Uniprot	靶点家族	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_均值	PD预测_pIC50_MPNN	PD预测_pIC50_CNN	PD预测_pIC50_Morgan	对接门_通过	PD门_通过
YeastBridge_Mol030	TRPC5	Q9UL62	ion_channel	结合调节（激动/拮抗未实验判定）	VCCRNZQBSJXYJD-UHFFFAOYSA-N	CHEMBL309490	CHEMBL1250411	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	0.0	0.0369	5	6.35	-7.3	7.0	10.32	5.91	4.75	是	是
