候选ID	靶点名称	靶点Uniprot	靶点家族	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_DTI集成	PD预测_pIC50_kNN近邻	PD适用域_最近邻Tanimoto	对接门_通过	PD门_通过
YeastBridge_Mol003	CHRM1	P11229	gpcr	结合调节（激动/拮抗未实验判定）	NKANXQFJJICGDU-QPLCGJKRSA-N	CHEMBL83	CHEMBL216	CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3	0.0	0.0333	2	6.17	-10.7	6.73	7.55	0.28	是	是
