候选ID	靶点名称	靶点Uniprot	靶点家族	CRC方向	CRC状态效应	化合物药理方向	方向一致性	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	功能效力_pEC50_AC50	结合效力_pIC50_Ki_Kd	功能效力_测定来源	结合效力_测定来源	测定类型	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_DTI集成	PD预测_pIC50_kNN近邻	PD适用域_最近邻Tanimoto	对接门_通过	PD门_通过
YeastBridge_Mol001	ADRA2C	P18825	gpcr				MATCH	功能性调节（EC50/AC50 测定，p=5.31；激动/拮抗方向未实验判定）	LNEPOXFFQSENCJ-UHFFFAOYSA-N	CHEMBL54	CHEMBL1916	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	5.31	6.57	Compound was evaluated for inhibition of human ADRA2C in an in vitro assay with cellular c [10.1038/s41467-023-40064-9]	DRUGMATRIX: Adrenergic Alpha-2C radioligand binding (ligand: [3H] MK-912) []	AC50 IC50 Ki	0.0	0.0181	1	6.57	-9.8	6.83	6.35	0.3	是	是
