候选ID	靶点名称	靶点Uniprot	靶点家族	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	功能效力_pEC50_AC50	结合效力_pIC50_Ki_Kd	功能效力_测定来源	结合效力_测定来源	测定类型	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_DTI集成	PD预测_pIC50_kNN近邻	PD适用域_最近邻Tanimoto	对接门_通过	PD门_通过
YeastBridge_Mol014	HTR7	P34969	gpcr	功能性调节（EC50/AC50 测定，p=5.06；激动/拮抗方向未实验判定）	LNEPOXFFQSENCJ-UHFFFAOYSA-N	CHEMBL54	CHEMBL3155	C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F	5.06	6.5	Binding affinity towards human HTR7 in an in vitro assay with cellular components measured [10.1038/s41467-023-40064-9]	Displacement of [3H]LSD from human 5HT7 receptor expressed in CHO cells [10.1021/jm070516u]	AC50 Ki	0.0	0.0181	1	6.5	-8.6	6.83	7.8	0.5	是	是
