target_id	inchikey	dose	exec_rho	exec_q	closure_rank	closure_pct	z_closure	chembl_known_target	chembl_known_is_target	scf_direction_score	tier
ACKR4	SGDBTWWWUNNDEQ-LBPRGKRZSA-N	456.52	0.0453788508794245	0.0	153	0.13	-0.205	False	False	0.3946	C
OR2T3	QLEISLGJUIVTKR-UHFFFAOYSA-N	25.29	0.023108820622304	0.0	846	0.7188	-0.205	False	False	0.4121	C
FFAR3	QLEISLGJUIVTKR-UHFFFAOYSA-N	25.29	0.0259376428941696	0.0	498	0.4231	-0.206	False	False	0.4011	C
CLIC5	DGQLVPJVXFOQEV-NGOCYOHBSA-N	40.6	0.1015741298897254	0.0	13	0.011	-0.209	False	False	0.42	C
SCNN1D	PFMXWIFQXGUQFF-UHFFFAOYSA-N	237.0	0.0385115643640362	0.0	938	0.7969	-0.209	False	False	0.3928	C
OR2T34	QLEISLGJUIVTKR-UHFFFAOYSA-N	25.29	0.0237372988117501	0.0	815	0.6924	-0.211	False	False	0.3694	C
CACNA1A	IVFYNVUWEOJAST-UHFFFAOYSA-N	32.4	0.1049840137086041	0.0	131	0.1113	-0.212	False	False	0.3863	C
CLIC6	AVAFAFDOURGYKI-UHFFFAOYSA-N	67.46	0.0714212798467994	0.0	1007	0.8556	-0.214	False	False	0.4162	C
SLC17A7	YZXBAPSDXZZRGB-UHFFFAOYSA-N	100.0	0.0204482515523798	0.0	260	0.2209	-0.214	False	False	0.3899	C
ITPR2	KFULURXNVNLJOV-UHFFFAOYSA-N	179.0	0.060088473208519	0.0	57	0.0484	-0.215	False	False	0.4039	C
TAS2R31	LCNNEYOGOALQLT-UHFFFAOYSA-N	35.7	0.037749075598454	0.0	1173	0.9966	-0.215	False	False	0.3963	C
HTR1D	QJDAORZUJBDJJF-DAXSKMNVSA-N	151.97	0.0670416543568857	0.0	151	0.1283	-0.217	False	False	0.4214	C
CCR3	LSVBBJVITBGNFC-UHFFFAOYSA-N	49.59	0.0451548512536763	0.0	238	0.2022	-0.217	False	False	0.4051	C
KCNAB3	XJQPQKLURWNAAH-UHFFFAOYSA-N	536.71	0.0298336350338156	0.0	655	0.5565	-0.217	False	False	0.3686	C
GPR153	PFMXWIFQXGUQFF-UHFFFAOYSA-N	237.0	0.0366097261148988	0.0	575	0.4885	-0.218	False	False	0.3565	C
FXYD6P3	JZWGCONBFOFQTA-UHFFFAOYSA-N	27.7	0.0834322075591472	0.0	532	0.452	-0.219	False	False		C
TMEM63A	ORSCTFRUJZPQPU-YBEGLDIGSA-N	146.0	0.0261434549600504	0.0	168	0.1427	-0.219	False	False	0.3821	C
OR10Q1	NIWLUIYEFZWWQH-UHFFFAOYSA-N	167.0	0.0202408956104245	0.0	1060	0.9006	-0.219	False	False	0.3832	C
GPR32	QLEISLGJUIVTKR-UHFFFAOYSA-N	25.29	0.0328571370201744	0.0	368	0.3127	-0.22	False	False	0.4063	C
CLIC5	NXJCRELRQHZBQA-UHFFFAOYSA-N	84.59	0.1010886197384989	0.0	13	0.011	-0.221	False	False	0.42	C
OR10H2	NIWLUIYEFZWWQH-UHFFFAOYSA-N	167.0	0.0184341411528191	0.0	1002	0.8513	-0.221	False	False	0.3783	C
KCNC1	GUXUNEQEJGITDA-UHFFFAOYSA-N	265.0	0.0171201124958449	0.0	322	0.2736	-0.221	False	False	0.3635	C
GPR176	RVWWDDKOKZXKCJ-UHFFFAOYSA-N	54.0	0.1199225885438268	0.0	110	0.0935	-0.222	False	False	0.4051	C
VN1R4	LCNNEYOGOALQLT-UHFFFAOYSA-N	35.7	0.0343350952056949	0.0	1147	0.9745	-0.223	False	False	0.3999	C
CCKBR	KTSCRLVWGYIJDL-UHFFFAOYSA-N	142.0	0.0261987581296042	0.0	976	0.8292	-0.224	False	False	0.3575	C
CACNA1C	YLFMCMWKHSDUCT-UHFFFAOYSA-N	61.3	0.0873945481599008	0.0	83	0.0705	-0.226	False	False	0.386	C
EDNRA	QDFJDWXCNLXZGJ-UHFFFAOYSA-N	191.0	0.0395717274200892	0.0	525	0.446	-0.227	False	False	0.3698	C
SSTR5	LCNNEYOGOALQLT-UHFFFAOYSA-N	35.7	0.0273511057768251	0.0	1148	0.9754	-0.23	False	False	0.4077	C
CCR6	LSVBBJVITBGNFC-UHFFFAOYSA-N	49.59	0.0421335922072605	0.0	174	0.1478	-0.235	False	False	0.3723	C
OR6F1	NIWLUIYEFZWWQH-UHFFFAOYSA-N	167.0	0.0187550093063455	0.0	1006	0.8547	-0.235	False	False	0.3894	C
GNRHR2	IWOAIZJEQSPHST-UHFFFAOYSA-N	10.6	0.0311807503431576	0.0	425	0.3611	-0.236	False	False		C
CACNA1E	NXJCRELRQHZBQA-UHFFFAOYSA-N	84.59	0.1077955910278061	0.0	96	0.0816	-0.237	False	False	0.398	C
TRPM5	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0275189110280568	0.0	957	0.8131	-0.237	False	False	0.3598	C
CLDN17	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.0267864610508139	0.0	423	0.3594	-0.237	False	False	0.3756	C
P2RY2	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.020914994375462	0.0	953	0.8097	-0.237	False	False	0.4653	C
FPR2	LMXYVLFTZRPNRV-KMKOMSMNSA-N	63.9	0.0313277717048613	0.0	343	0.2914	-0.24	False	False	0.4192	C
CLIC5	FHGIYKZDHZKFAJ-UHFFFAOYSA-N	48.3	0.0983426104123447	0.0	13	0.011	-0.241	False	False	0.42	C
ADGRG1	IWOAIZJEQSPHST-UHFFFAOYSA-N	10.6	0.0350365934494933	0.0	494	0.4197	-0.243	False	False	0.266	C
GRIN3B	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0299466245803259	0.0	1110	0.9431	-0.243	False	False	0.3893	C
GRID1	YLFMCMWKHSDUCT-UHFFFAOYSA-N	61.3	0.0730596344338543	0.0	23	0.0195	-0.244	False	False	0.4162	C
SLC17A6	LYUZOXNETFFKST-UHFFFAOYSA-N	42.7	0.0249636343970898	0.0	148	0.1257	-0.244	False	False	0.394	C
CLIC4	DANUORFCFTYTSZ-SJSJOXFOSA-N	15.3	0.0528153049698973	0.0	17	0.0144	-0.246	False	False	0.3825	C
OR9I1	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.0202586750539448	0.0	849	0.7213	-0.247	False	False	0.3647	C
OR10G6	NIWLUIYEFZWWQH-UHFFFAOYSA-N	167.0	0.0211277481685523	0.0	1065	0.9048	-0.252	False	False	0.3418	C
C5AR1	LSVBBJVITBGNFC-UHFFFAOYSA-N	49.59	0.0417316676313396	0.0	395	0.3356	-0.253	False	False	0.3936	C
PTGDR2	NTDHYMSVCBGQJF-UHFFFAOYSA-N	2.55	0.028301785302117	0.0	632	0.537	-0.254	False	False	0.3568	C
HCN3	YGENAYHMYZWMEL-UHFFFAOYSA-N	45.46	0.026269474966687	0.0	379	0.322	-0.254	False	False	0.3816	C
CFTR	UWMDSJLXTFBQHQ-UHFFFAOYSA-N	49.47	0.0984864539068306	0.0	5	0.0042	-0.255	False	False	0.2909	C
CLDN4	LCNNEYOGOALQLT-UHFFFAOYSA-N	35.7	0.0311510212519813	0.0	1122	0.9533	-0.256	False	False	0.3898	C
OR9Q2	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.0226914742237892	0.0	1008	0.8564	-0.256	False	False	0.3937	C
OR9H1	NIWLUIYEFZWWQH-UHFFFAOYSA-N	167.0	0.0198795283720436	0.0	1053	0.8946	-0.257	False	False		C
GPR179	HLOOVTMYBRRYOP-UHFFFAOYSA-N	611.0	0.0842782403662067	0.0	813	0.6907	-0.259	False	False	0.3901	C
CACNA1A	YLLFUILNISGLHO-UHFFFAOYSA-N	78.7	0.0975311548669453	0.0	131	0.1113	-0.26	False	False	0.3863	C
CACNA2D3	ORSCTFRUJZPQPU-YBEGLDIGSA-N	146.0	0.0347815679853821	0.0	114	0.0969	-0.262	False	False	0.4344	C
TRPM4	YGENAYHMYZWMEL-UHFFFAOYSA-N	45.46	0.0297770634022024	0.0	725	0.616	-0.262	False	False	0.3613	C
P2RX6	AVAFAFDOURGYKI-UHFFFAOYSA-N	67.46	0.0620257959383492	0.0	436	0.3704	-0.263	False	False	0.4068	C
HTR2A	QJDAORZUJBDJJF-DAXSKMNVSA-N	151.97	0.0655474758669955	0.0	120	0.102	-0.264	False	False	0.3784	C
GRPR	UUTPWWFKHYOFRA-OVCLIPMQSA-N	138.0	0.0442341882540019	0.0	444	0.3772	-0.265	False	False	0.3776	C
OR10W1	NIWLUIYEFZWWQH-UHFFFAOYSA-N	167.0	0.0236881118186811	0.0	1056	0.8972	-0.265	False	False	0.3804	C
TAAR1	UUTPWWFKHYOFRA-OVCLIPMQSA-N	138.0	0.0438681936803078	0.0	327	0.2778	-0.268	False	False	0.3701	C
CACNA1G	NXJCRELRQHZBQA-UHFFFAOYSA-N	84.59	0.1074819396030523	0.0	99	0.0841	-0.27	False	False	0.407	C
PIEZO2	AIYDBDAYQJBCRS-UHFFFAOYSA-M	19.4	0.1335339056877563	0.0	50	0.0425	-0.279	False	False	0.3505	C
KCNK4	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0296059936680612	0.0	1034	0.8785	-0.282	False	False	0.3806	C
GPR32P1	NTDHYMSVCBGQJF-UHFFFAOYSA-N	2.55	0.0279301050641921	0.0	598	0.5081	-0.282	False	False		C
CHRNA4	GUXUNEQEJGITDA-UHFFFAOYSA-N	265.0	0.0208905112092614	0.0	211	0.1793	-0.282	False	False	0.3716	C
GPR176	DGQLVPJVXFOQEV-NGOCYOHBSA-N	40.6	0.1114066482680839	0.0	109	0.0926	-0.284	False	False	0.4051	C
SSTR3	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0212552820958215	0.0	985	0.8369	-0.284	False	False	0.3775	C
OR52D1	ZYKGEGZDRIBZQX-UHFFFAOYSA-N	62.05	0.0205028074977123	0.0	936	0.7952	-0.284	False	False	0.4072	C
CACNG8	XJQPQKLURWNAAH-UHFFFAOYSA-N	536.71	0.0337532673486042	0.0	1081	0.9184	-0.286	False	False	0.3397	C
FZD9	YGENAYHMYZWMEL-UHFFFAOYSA-N	45.46	0.0328147170509169	0.0	693	0.5888	-0.286	False	False	0.4234	C
P2RY8	DPHMNQSMRGXMGQ-UHFFFAOYSA-N	38.96	0.0161018387248285	0.0	571	0.4851	-0.286	False	False	0.3908	C
HCN3	BJVQZWFJSFBAGJ-UHFFFAOYSA-N	49.47	0.0227591176700228	0.0	380	0.3229	-0.287	False	False	0.3816	C
OPN4	LMXYVLFTZRPNRV-KMKOMSMNSA-N	63.9	0.0262077627927788	0.0	246	0.209	-0.288	False	False	0.4212	C
ITPR3	KFULURXNVNLJOV-UHFFFAOYSA-N	179.0	0.057617606192994	0.0	63	0.0535	-0.29	False	False	0.3682	C
PRLHR	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.0367572284334709	0.0	826	0.7018	-0.292	False	False	0.3639	C
OR51E1	ZYKGEGZDRIBZQX-UHFFFAOYSA-N	62.05	0.0197193111713044	0.0	907	0.7706	-0.293	False	False	0.3939	C
GRPR	QDFJDWXCNLXZGJ-UHFFFAOYSA-N	191.0	0.04158578206331	0.0	446	0.3789	-0.294	False	False	0.3776	C
GPR4	INDUNANCUDNZJY-SCOKXHSESA-N	100.0	0.0195479055885652	0.0	490	0.4163	-0.295	False	False	0.4024	C
KCNJ9	YGENAYHMYZWMEL-UHFFFAOYSA-N	45.46	0.031765467253735	0.0	859	0.7298	-0.297	False	False	0.3665	C
HTR1A	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.0259122666661086	0.0	330	0.2804	-0.297	False	False	0.4179	C
CACNB4	XJQPQKLURWNAAH-UHFFFAOYSA-N	536.71	0.0370426786272	0.0	967	0.8216	-0.3	False	False	0.4111	C
ADRA1B	CFSQEKHSPXFHNV-UHFFFAOYSA-N	150.0	0.0325309477767568	0.0	149	0.1266	-0.3	False	False	0.3722	C
OR51D1	ZYKGEGZDRIBZQX-UHFFFAOYSA-N	62.05	0.0194687444604446	0.0	935	0.7944	-0.3	False	False	0.3629	C
GRIN3B	YGENAYHMYZWMEL-UHFFFAOYSA-N	45.46	0.0381314030095487	0.0	1113	0.9456	-0.301	False	False	0.3893	C
OR10Z1	NIWLUIYEFZWWQH-UHFFFAOYSA-N	167.0	0.0189807769130964	0.0	1008	0.8564	-0.302	False	False	0.376	C
PTGER1	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0337291986223364	0.0	1158	0.9839	-0.303	False	False	0.3126	C
KCNA6	QLEISLGJUIVTKR-UHFFFAOYSA-N	25.29	0.03710401215937	0.0	286	0.243	-0.305	False	False	0.3575	C
P2RY8	INDUNANCUDNZJY-SCOKXHSESA-N	100.0	0.0200707485096345	0.0	573	0.4868	-0.309	False	False	0.3908	C
BEST1	UCUYMXSMUBCWGS-UHFFFAOYSA-N	16.14	0.0554475547619949	0.0	39	0.0331	-0.31	False	False	0.3797	C
ANO6	ORSCTFRUJZPQPU-YBEGLDIGSA-N	146.0	0.0493403360920707	0.0	33	0.028	-0.311	False	False	0.3966	C
GPR157	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.0359461402825888	0.0	467	0.3968	-0.311	False	False	0.4202	C
CLCN1	GUXUNEQEJGITDA-UHFFFAOYSA-N	265.0	0.0213181104783018	0.0	254	0.2158	-0.311	False	False	0.3746	C
PANX2	DGQLVPJVXFOQEV-NGOCYOHBSA-N	40.6	0.1134423960510094	0.0	302	0.2566	-0.312	False	False	0.3506	C
KCNU1	MSSAIEVACVNALM-UHFFFAOYSA-N	145.0	0.099038194547073	0.0	14	0.0119	-0.312	False	False	0.3928	C
KCNS1	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.03899956483295	0.0	553	0.4698	-0.312	False	False	0.3348	C
FPR1	LMXYVLFTZRPNRV-KMKOMSMNSA-N	63.9	0.024509345302753	0.0	375	0.3186	-0.315	False	False	0.3919	C
KCNJ5	NZJQCYNBGHXWAI-UHFFFAOYSA-N	25.76	0.0194108061713558	0.0	460	0.3908	-0.315	False	False	0.3973	C
TAS2R39	VHIZJSVECYVZTO-UHFFFAOYSA-N	453.0	0.0507713911310109	0.0	273	0.2319	-0.318	False	False	0.3867	C
OR52L2P	ZYKGEGZDRIBZQX-UHFFFAOYSA-N	62.05	0.021215309721559	0.0	845	0.7179	-0.319	False	False		C
KCND1	GUXUNEQEJGITDA-UHFFFAOYSA-N	265.0	0.0229292581370974	0.0	291	0.2472	-0.32	False	False	0.3848	C
OR52I2	QGXBDMJGAMFCBF-LUJOEAJASA-N	100.0	0.0176715056671484	0.0	478	0.4061	-0.32	False	False	0.3615	C
CACNA2D2	XJQPQKLURWNAAH-UHFFFAOYSA-N	536.71	0.0332524675774224	0.0	706	0.5998	-0.321	False	False	0.4063	C
MCU	XJQPQKLURWNAAH-UHFFFAOYSA-N	536.71	0.0325707898719491	0.0	766	0.6508	-0.321	False	False	0.4063	C
SLC17A8	PQYOPBRFUUEHRC-MUJQFDPKSA-N	11.19	0.0297750189853543	0.0	120	0.102	-0.321	False	False	0.3102	C
OR1E1	NIWLUIYEFZWWQH-UHFFFAOYSA-N	167.0	0.0215609555538501	0.0	1015	0.8624	-0.321	False	False	0.3639	C
F2RL3	NTDHYMSVCBGQJF-UHFFFAOYSA-N	2.55	0.03692206024363	0.0	906	0.7698	-0.322	False	False	0.3965	C
OR52K2	ZYKGEGZDRIBZQX-UHFFFAOYSA-N	62.05	0.0232561966064789	0.0	1028	0.8734	-0.323	False	False	0.3683	C
OR52K1	ZYKGEGZDRIBZQX-UHFFFAOYSA-N	62.05	0.0233768726979783	0.0	1068	0.9074	-0.324	False	False	0.3963	C
ADGRD2	NQPDXQQQCQDHHW-UHFFFAOYSA-N	3.09	0.0464910105480727	0.0	780	0.6627	-0.325	False	False	0.4053	C
PKD1L1	HLOFUIOHRMXBMA-UHFFFAOYSA-N	76.0	0.0949008450568945	0.0	348	0.2957	-0.326	False	False	0.3589	C
CACNA1E	IVFYNVUWEOJAST-UHFFFAOYSA-N	32.4	0.1076226433584162	0.0	97	0.0824	-0.33	False	False	0.398	C
C5AR1	LMXYVLFTZRPNRV-KMKOMSMNSA-N	63.9	0.0391952596026969	0.0	394	0.3347	-0.33	False	False	0.3936	C
OR52L1	ZYKGEGZDRIBZQX-UHFFFAOYSA-N	62.05	0.0225228150949437	0.0	914	0.7766	-0.333	False	False	0.3988	C
CLIC5	QHWIEZWTYSRXEP-UHFFFAOYSA-N	20.6	0.0860360668509904	0.0	13	0.011	-0.335	False	False	0.42	C
GPR31	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.0368769571299838	0.0	790	0.6712	-0.335	False	False	0.3814	C
GPR32	LMXYVLFTZRPNRV-KMKOMSMNSA-N	63.9	0.0348495387401747	0.0	366	0.311	-0.339	False	False	0.4063	C
GPR35	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0214969438230211	0.0	943	0.8012	-0.343	False	False	0.3992	C
KCNQ3	KFULURXNVNLJOV-UHFFFAOYSA-N	179.0	0.0690762285557079	0.0	60	0.051	-0.345	False	False	0.3987	C
CCR1	LSVBBJVITBGNFC-UHFFFAOYSA-N	49.59	0.0444185327351375	0.0	236	0.2005	-0.345	False	False	0.3943	C
GPR32P1	MWFZDJLPWDCQIL-UHFFFAOYSA-N	1.3	0.0311498837549224	0.0	595	0.5055	-0.345	False	False		C
TRPA1	TTXYDMVOVAJTCI-UHFFFAOYSA-N	114.0	0.0631131463556733	0.0	42	0.0357	-0.346	False	False	0.3958	C
KCNH8	VCIRVTJQPNZIIS-UHFFFAOYSA-N	9.27	0.1106559872914456	0.0	3	0.0025	-0.347	False	False	0.3198	C
SLC26A1	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0298707464271039	0.0	1095	0.9303	-0.347	False	False	0.3589	C
SSTR4	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0266217374002065	0.0	1084	0.921	-0.347	False	False	0.4015	C
GPR32P1	GRJZAZKUTCLORK-VQHVLOKHSA-N	14.1	0.0391163671166971	0.0	599	0.5089	-0.348	False	False		C
GIPR	FYSMOEOZZBNLFA-UHFFFAOYSA-N	20.05	0.0363694247054415	0.0	300	0.2549	-0.351	False	False	0.3997	C
CXCR5	LMXYVLFTZRPNRV-KMKOMSMNSA-N	63.9	0.0486586327227908	0.0	339	0.288	-0.354	False	False	0.3863	C
KCNU1	NXJCRELRQHZBQA-UHFFFAOYSA-N	84.59	0.1365392302567389	0.0	14	0.0119	-0.355	False	False	0.3928	C
RXFP1	TTXYDMVOVAJTCI-UHFFFAOYSA-N	114.0	0.0498394727370062	0.0	293	0.2489	-0.357	False	False	0.4671	C
GPR18	ARJGUVIAPHIKLE-UXBLZVDNSA-N	136.0	0.0998869462397703	0.0	126	0.1071	-0.358	False	False	0.437	C
OR2W5P	NWFAJOGQUGZVOS-UHFFFAOYSA-N	16.0	0.0483592185320886	0.0	1063	0.9031	-0.358	False	False		C
GPR176	NXJCRELRQHZBQA-UHFFFAOYSA-N	84.59	0.1186857285168397	0.0	110	0.0935	-0.361	False	False	0.4051	C
OR10G7	YHTHRWDOCWYJKG-UHFFFAOYSA-N	25.62	0.0224771180720775	0.0	1083	0.9201	-0.364	False	False	0.3624	C
CACNA1C	FSFQJJHNIYFCNG-UHFFFAOYSA-N	24.0	0.0669102619553634	0.0	83	0.0705	-0.365	False	False	0.386	C
GRM3	YZXBAPSDXZZRGB-UHFFFAOYSA-N	100.0	0.0246276168902306	0.0	190	0.1614	-0.374	False	False	0.3812	C
KCNIP3	LCNNEYOGOALQLT-UHFFFAOYSA-N	35.7	0.0310928070886681	0.0	826	0.7018	-0.38	False	False	0.3174	C
GPR25	NTDHYMSVCBGQJF-UHFFFAOYSA-N	2.55	0.0342068294384585	0.0	931	0.791	-0.381	False	False	0.3851	C
OR10G4	YHTHRWDOCWYJKG-UHFFFAOYSA-N	25.62	0.0239493490413471	0.0	1125	0.9558	-0.381	False	False	0.3575	C
KCNQ5	YHXZJZATPFHLGR-SNAWJCMRSA-N	64.1	0.0986198394912484	0.0	36	0.0306	-0.382	False	False	0.3657	C
LRRC55	ZTENOSWMFZVQIF-UHFFFAOYSA-N	51.95	0.0331194600752998	0.0	950	0.8071	-0.383	False	False	0.3883	C
TACR2	HTFBQOOCCCCUIM-UHFFFAOYSA-N	39.57	0.0158315133568554	0.0	596	0.5064	-0.384	False	False	0.3747	C
OXER1	IWOAIZJEQSPHST-UHFFFAOYSA-N	10.6	0.035011821574054	0.0	453	0.3849	-0.385	False	False	0.3959	C
MRGPRX3	HKKMTINBQLULNL-UHFFFAOYSA-N	103.0	0.0215269572332472	0.0	944	0.802	-0.387	False	False	0.4002	C
OR4F6	WCZLZKLICVOKBC-UHFFFAOYSA-N	19.13	0.022147711381236	0.0	530	0.4503	-0.389	False	False	0.3635	C
LTB4R2	YGENAYHMYZWMEL-UHFFFAOYSA-N	45.46	0.0321897504012852	0.0	1104	0.938	-0.391	False	False	0.3945	C
CALHM6	XNILKVADCMYCQT-UHFFFAOYSA-N	200.0	0.0387147123681993	0.0	543	0.4613	-0.394	False	False	0.3999	C
GPR179	FCDLCPWAQCPTKC-UHFFFAOYSA-N	70.4	0.081778959281036	0.0	799	0.6788	-0.395	False	False	0.3901	C
CNGB3	UCUYMXSMUBCWGS-UHFFFAOYSA-N	16.14	0.0575587051422003	0.0	31	0.0263	-0.395	False	False	0.3794	C
OR1K1	QJJXYPPXXYFBGM-KVDYWLTISA-N	29.8	0.0332176973076342	0.0	1171	0.9949	-0.395	False	False	0.3742	C
OR4D2	YHTHRWDOCWYJKG-UHFFFAOYSA-N	25.62	0.0262646375102184	0.0	1151	0.9779	-0.395	False	False	0.4142	C
CACNB1	XJQPQKLURWNAAH-UHFFFAOYSA-N	536.71	0.0340010316994384	0.0	512	0.435	-0.396	False	False	0.423	C
OR6S1	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0292546088505643	0.0	1111	0.9439	-0.396	False	False	0.4095	C
KCNG2	YGENAYHMYZWMEL-UHFFFAOYSA-N	45.46	0.0334609347013348	0.0	1152	0.9788	-0.397	False	False	0.3315	C
ADRB3	NWFAJOGQUGZVOS-UHFFFAOYSA-N	16.0	0.0482893218314506	0.0	1054	0.8955	-0.401	False	False	0.398	C
OR5J2	HKKMTINBQLULNL-UHFFFAOYSA-N	103.0	0.0213416139900885	0.0	993	0.8437	-0.401	False	False	0.3676	C
OR2B8	YHTHRWDOCWYJKG-UHFFFAOYSA-N	25.62	0.0213923745410275	0.0	1033	0.8777	-0.402	False	False		C
KCNH7	AIYDBDAYQJBCRS-UHFFFAOYSA-M	19.4	0.1457694796252512	0.0	6	0.0051	-0.404	False	False	0.3827	C
CATSPER1	ITQPFPYKSRDMMS-UHFFFAOYSA-N	200.0	0.1026099671753732	0.0	176	0.1495	-0.405	False	False	0.3276	C
KCNK3	QLEISLGJUIVTKR-UHFFFAOYSA-N	25.29	0.064410091101711	0.0	148	0.1257	-0.405	False	False	0.434	C
CLCC1	KFULURXNVNLJOV-UHFFFAOYSA-N	179.0	0.0773281893031833	0.0	101	0.0858	-0.408	False	False	0.3919	C
CLIC5	HLOOVTMYBRRYOP-UHFFFAOYSA-N	611.0	0.0830267314945904	0.0	13	0.011	-0.411	False	False	0.42	C
OR10AC1	CZBJNAZRHZAZOF-UHFFFAOYSA-N	184.68	0.0377087695807207	0.0	1163	0.9881	-0.411	False	False	0.3744	C
SLC17A8	YZXBAPSDXZZRGB-UHFFFAOYSA-N	100.0	0.0341847722157171	0.0	120	0.102	-0.413	False	False	0.3102	C
C3AR1	XDCSSXMPPBUTQH-ZDLGFXPLSA-N	33.2	0.1136260266072949	0.0	183	0.1555	-0.416	False	False	0.3521	C
KCNE4	YLLFUILNISGLHO-UHFFFAOYSA-N	78.7	0.1153646756401459	0.0	133	0.113	-0.418	False	False	0.3715	C
CATSPER2	SPABMCLDHGNLFQ-BJMVGYQFSA-N	114.0	0.1124501789287529	0.0	138	0.1172	-0.423	False	False	0.4006	C
FFAR3	IXEZJRBBSZMJNU-UHFFFAOYSA-N	9.97	0.0214888352314856	0.0	496	0.4214	-0.423	False	False	0.4011	C
CFTR	XNZHJADQXXCSFV-OCCSQVGLSA-N	140.0	0.1070982697339427	0.0	6	0.0051	-0.424	False	False	0.2909	C
RXFP2	TTXYDMVOVAJTCI-UHFFFAOYSA-N	114.0	0.0575967941097771	0.0	171	0.1453	-0.424	False	False	0.2635	C
SLC17A6	YZXBAPSDXZZRGB-UHFFFAOYSA-N	100.0	0.0322871654274104	0.0	148	0.1257	-0.424	False	False	0.394	C
CATSPER1	YZJPFPYIEUYCKC-UITAMQMPSA-N	130.0	0.1109553168552322	0.0	176	0.1495	-0.425	False	False	0.3276	C
CLIC6	OWNRDLYPIYHOQK-UHFFFAOYSA-N	100.0	0.0535671791321838	0.0	995	0.8454	-0.425	False	False	0.4162	C
MRGPRG	LCNNEYOGOALQLT-UHFFFAOYSA-N	35.7	0.0431590930757704	0.0	1176	0.9992	-0.428	False	False	0.4198	C
TAS2R9	MVZMBETVLIKHSI-UHFFFAOYSA-N	35.66	0.0274708084761175	0.0	445	0.3781	-0.428	False	False	0.334	C
GPR18	LGUHQIOUFDSZTE-UHFFFAOYSA-N	32.9	0.090243207322882	0.0	125	0.1062	-0.431	False	False	0.437	C
GRIK1	YZXBAPSDXZZRGB-UHFFFAOYSA-N	100.0	0.0328802535142535	0.0	97	0.0824	-0.432	False	False	0.3956	C
P2RY11	DMXJRHDFHFHZOF-LICLKQGHSA-N	62.41	0.0448227840463257	0.0	668	0.5675	-0.436	False	False	0.3495	C
NPY5R	YZJPFPYIEUYCKC-UITAMQMPSA-N	130.0	0.1342303358616191	0.0	71	0.0603	-0.437	False	False	0.3437	C
CLIC5	MYSNZENUPZGNLK-UHFFFAOYSA-N	52.4	0.0965991245319364	0.0	13	0.011	-0.439	False	False	0.42	C
CATSPER2	VCIRVTJQPNZIIS-UHFFFAOYSA-N	9.27	0.0961453420050086	0.0	133	0.113	-0.44	False	False	0.4006	C
FZD3	SKSXYACZXYAMEU-UHFFFAOYSA-N	4.88	0.0849817373807363	0.0	9	0.0076	-0.44	False	False	0.3899	C
KCNN1	YGENAYHMYZWMEL-UHFFFAOYSA-N	45.46	0.030785032974288	0.0	411	0.3492	-0.443	False	False	0.3704	C
KCNE4	HLOFUIOHRMXBMA-UHFFFAOYSA-N	76.0	0.10339802399937	0.0	132	0.1121	-0.445	False	False	0.3715	C
S1PR5	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0328899229673056	0.0	1114	0.9465	-0.445	False	False	0.3409	C
OR7D4	YHTHRWDOCWYJKG-UHFFFAOYSA-N	25.62	0.0215321054211184	0.0	964	0.819	-0.445	False	False	0.4183	C
GRM1	HPGKJCFDLAZRAQ-UHFFFAOYSA-N	2.74	0.0301814158406574	0.0	62	0.0527	-0.448	False	False	0.3914	C
CATSPER3	YZJPFPYIEUYCKC-UITAMQMPSA-N	130.0	0.1413310730569707	0.0	50	0.0425	-0.449	False	False	0.3709	C
GRID2	LGUHQIOUFDSZTE-UHFFFAOYSA-N	32.9	0.0935625372476591	0.0	20	0.017	-0.449	False	False	0.3715	C
P2RX6	NQPDXQQQCQDHHW-UHFFFAOYSA-N	3.09	0.0566060200039207	0.0	436	0.3704	-0.45	False	False	0.4068	C
OR52W1	YIZYIAPUGHBHEW-UHFFFAOYSA-N	200.0	0.0348989717568934	0.0	1118	0.9499	-0.45	False	False	0.3512	C
