候选ID	靶点名称	靶点Uniprot	靶点家族	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	功能效力_pEC50_AC50	结合效力_pIC50_Ki_Kd	功能效力_测定来源	结合效力_测定来源	测定类型	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_DTI集成	PD预测_pIC50_kNN近邻	PD适用域_最近邻Tanimoto	对接门_通过	PD门_通过
YeastBridge_Mol010	CHRM1	P11229	gpcr	结合调节（激动/拮抗未实验判定）	BYBLEWFAAKGYCD-UHFFFAOYSA-N	CHEMBL91	CHEMBL216	C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl		6.02		DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine) []	IC50 Ki	0.0	0.0447	4	6.02	-9.2	6.64	6.82	0.14	是	是
