候选ID	靶点名称	靶点Uniprot	靶点家族	CRC方向	CRC状态效应	化合物药理方向	方向一致性	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	功能效力_pEC50_AC50	结合效力_pIC50_Ki_Kd	功能效力_测定来源	结合效力_测定来源	测定类型	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_DTI集成	PD预测_pIC50_kNN近邻	PD适用域_最近邻Tanimoto	对接门_通过	PD门_通过
YeastBridge_Mol002	KCNK2	O95069	ion_channel				MATCH	结合调节（激动/拮抗未实验判定）	SVJMLYUFVDMUHP-UHFFFAOYSA-N	CHEMBL1275655	CHEMBL2321615	CC1=C(C(C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC		6.37		Inhibition of human TREK1 channel [10.1021/acs.jmedchem.4c03146]	IC50	0.0	0.1008	6	6.37	-8.8	6.79	5.54	0.41	是	是
