候选ID	靶点名称	靶点Uniprot	靶点家族	主要功能	化合物InChIKey	化合物ChEMBL_ID	靶点ChEMBL_ID	SMILES	酵母筛选_q	酵母筛选_最高rho	酵母筛选_显著任务数	ChEMBL实测_pChEMBL	对接亲和能_kcal_mol	PD预测_pIC50_DTI集成	PD预测_pIC50_kNN近邻	PD适用域_最近邻Tanimoto	对接门_通过	PD门_通过
YeastBridge_Mol020	TSHR	P16473	gpcr	结合调节（激动/拮抗未实验判定）	MJIHNNLFOKEZEW-UHFFFAOYSA-N	CHEMBL480	CHEMBL1963	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	0.0	0.1344	4	6.9	-7.9	6.62	4.86	0.24	是	是
