tier	priority	inchikey	chembl_id	task_target	family	rho	q	dose_uM	smiles	orf	task_rank	task_cosine	compound_z	library_reference	predicted_direction	control_role	compound_name	gene_common_name	essentiality	strain_collection	pair_id
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YPL257W	12	0.94958	0.06205838546156883	measured_in_library	resistant	top_task			nonessential	homozygous diploid deletion (HOP-type)	T3-P010
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YDR260C	13	0.94934	0.08147966116666794	measured_in_library	resistant	top_task		SWM1	nonessential	homozygous diploid deletion (HOP-type)	T3-P010
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YOL131W	14	0.94917	0.09801988303661346	measured_in_library	resistant	top_task			nonessential	homozygous diploid deletion (HOP-type)	T3-P010
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YCL021W-A	15	0.949	0.027557965368032455	measured_in_library	resistant	top_task			unknown	verify_before_use	T3-P010
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YFR035W-A	6729	0.2747		not_quantified_in_library		bottom_task_control			unknown	verify_before_use	T3-P010
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YNL155C-A	6730	0.2747		not_quantified_in_library		bottom_task_control			unknown	verify_before_use	T3-P010
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YNL040C-A	6731	0.2747		not_quantified_in_library		bottom_task_control			unknown	verify_before_use	T3-P010
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YGR016C-A	6732	0.2747		not_quantified_in_library		bottom_task_control			unknown	verify_before_use	T3-P010
3	10	YIMZUTLUDPRFPF-QLYXXIJNSA-N		STING1	ion_channel	0.222959921611632	0.0	81	C1=CC=C2C(=C1)C(=NNC(=O)C3=CC=CC=C3O)C(=O)N2CC(=O)NC4=CC=C(C=C4)Br	YDL204W-A	6733	0.2747		not_quantified_in_library		bottom_task_control			unknown	verify_before_use	T3-P010
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YLR385C	1	0.96484	-0.03521290048956871	measured_in_library	hypersensitive	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	SWC7	nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YMR148W	2	0.96397	0.018389614298939705	measured_in_library	resistant	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	LDO16	nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YGL121C	3	0.96384	0.14982065558433533	measured_in_library	resistant	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	GPG1	nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YBR126W-A	4	0.96038		not_quantified_in_library		top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		unknown	verify_before_use	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YNL024C-A	5	0.9582	0.09945569187402725	measured_in_library	resistant	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	KSH1	essential	heterozygous diploid deletion (HIP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YLR091W	6	0.95761	-0.016957297921180725	measured_in_library	hypersensitive	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	GEP5	nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YHR193C-A	7	0.95511		not_quantified_in_library		top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		unknown	verify_before_use	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YPL096C-A	8	0.95281	-0.00594737334176898	measured_in_library	hypersensitive	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	ERI1	nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YDR281C	9	0.9515	-0.03218337893486023	measured_in_library	hypersensitive	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	PHM6	nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YOL024W	10	0.95071	-0.17120929062366486	measured_in_library	hypersensitive	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YCR082W	11	0.95024	0.07126017659902573	measured_in_library	resistant	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	AHC2	nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YPL257W	12	0.94958	0.15213094651699066	measured_in_library	resistant	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YDR260C	13	0.94934	0.2580728828907013	measured_in_library	resistant	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine	SWM1	nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YOL131W	14	0.94917	0.08071523159742355	measured_in_library	resistant	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		nonessential	homozygous diploid deletion (HOP-type)	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YCL021W-A	15	0.949	-0.10313742607831955	measured_in_library	hypersensitive	top_task	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		unknown	verify_before_use	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YFR035W-A	6729	0.2747		not_quantified_in_library		bottom_task_control	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		unknown	verify_before_use	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YNL155C-A	6730	0.2747		not_quantified_in_library		bottom_task_control	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		unknown	verify_before_use	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YNL040C-A	6731	0.2747		not_quantified_in_library		bottom_task_control	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		unknown	verify_before_use	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YGR016C-A	6732	0.2747		not_quantified_in_library		bottom_task_control	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		unknown	verify_before_use	T3-P011
3	11	YJRJARYHRGMBPL-UHFFFAOYSA-N		STING1	ion_channel	0.2200815982011371	0.0	111.64	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br	YDL204W-A	6733	0.2747		not_quantified_in_library		bottom_task_control	(E)-1-(3-Bromophenyl)-N-[2-(3-methylphenyl)-1,3-benzoxazol-5-YL]methanimine		unknown	verify_before_use	T3-P011
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YLR106C	1	0.96663	0.19763725996017456	measured_in_library	resistant	top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine	MDN1	essential	heterozygous diploid deletion (HIP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	R0020C	2	0.9577		not_quantified_in_library		top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine	REP1	unknown	verify_before_use	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YBL006C	3	0.95705	-0.2717606723308563	measured_in_library	hypersensitive	top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine	LDB7	nonessential	homozygous diploid deletion (HOP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YIR044C	4	0.95645		not_quantified_in_library		top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		unknown	verify_before_use	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YKR101W	5	0.9544	0.45008790493011475	measured_in_library	resistant	top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine	SIR1	nonessential	homozygous diploid deletion (HOP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YCL046W	6	0.95418		not_quantified_in_library		top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		nonessential	homozygous diploid deletion (HOP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YOR366W	7	0.95242		not_quantified_in_library		top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		nonessential	homozygous diploid deletion (HOP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YPL108W	8	0.95212	-0.003945398144423962	measured_in_library	hypersensitive	top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		nonessential	homozygous diploid deletion (HOP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YAR060C	9	0.95156		not_quantified_in_library		top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		unknown	verify_before_use	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YHR212C	10	0.95156		not_quantified_in_library		top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		unknown	verify_before_use	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YKL075C	11	0.95137	-0.09885530173778534	measured_in_library	hypersensitive	top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		nonessential	homozygous diploid deletion (HOP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YGR269W	12	0.95058		not_quantified_in_library		top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		nonessential	homozygous diploid deletion (HOP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YHR165C	13	0.95044	-0.07365494221448898	measured_in_library	hypersensitive	top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine	PRP8	essential	heterozygous diploid deletion (HIP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YKL102C	14	0.94918		not_quantified_in_library		top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		nonessential	homozygous diploid deletion (HOP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YKL058W	15	0.94901	0.05212198570370674	measured_in_library	resistant	top_task	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine	TOA2	essential	heterozygous diploid deletion (HIP-type)	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YNL155C-A	6729	0.29358		not_quantified_in_library		bottom_task_control	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		unknown	verify_before_use	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YDL204W-A	6730	0.29358		not_quantified_in_library		bottom_task_control	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		unknown	verify_before_use	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YFR035W-A	6731	0.29358		not_quantified_in_library		bottom_task_control	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		unknown	verify_before_use	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YGR016C-A	6732	0.29358		not_quantified_in_library		bottom_task_control	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		unknown	verify_before_use	T3-P012
3	12	AVAFAFDOURGYKI-UHFFFAOYSA-N		RYR2	ion_channel	0.2187106124428439	0.0	67.46	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N	YMR106W-A	6733	0.29358		not_quantified_in_library		bottom_task_control	4-(2,3-dihydro-1H-indol-1-yl)-1,3,5-triazin-2-amine		unknown	verify_before_use	T3-P012
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YKR005C	1	0.94945	0.7280320525169373	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one		nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YLR087C	2	0.93799	1.2793166637420654	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	CSF1	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YMR021C	3	0.93762	0.07321929186582565	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	MAC1	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YDR420W	4	0.93729	0.0037634132895618677	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	HKR1	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YDL211C	5	0.93537	0.44073548913002014	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one		nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YCR067C	6	0.93502	-0.2968460023403168	measured_in_library	hypersensitive	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	SED4	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YNR075W	7	0.93346	0.1586761623620987	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	COS10	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YLR329W	8	0.93324	0.000841001165099442	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	REC102	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YER038W-A	9	0.93277		not_quantified_in_library		top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	FMP49	unknown	verify_before_use	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YDR213W	10	0.93271	0.20514418184757233	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	UPC2	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YKR054C	11	0.93256	0.42068958282470703	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	DYN1	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YOR179C	12	0.93147	-0.02319573611021042	measured_in_library	hypersensitive	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	SYC1	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YGL146C	13	0.93145	0.16578496992588043	measured_in_library	resistant	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	RRT6	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YJR004C	14	0.93069	-0.15814314782619476	measured_in_library	hypersensitive	top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one	SAG1	nonessential	homozygous diploid deletion (HOP-type)	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YHR137C-A	15	0.93031		not_quantified_in_library		top_task	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one		unknown	verify_before_use	T3-P013
3	13	RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRG4	gpcr	0.2185409941397395	0.0	54	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O	YNL155C-A	6729	0.30426		not_quantified_in_library		bottom_task_control	8-Hydroxy-6-methoxy-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one		unknown	verify_before_use	T3-P013
