inchikey	n_sig_tasks	n_tier1	n_tier2	n_tier3	max_rho	min_q	chembl_id	n_chembl_genes	top_chembl_genes	smiles
MVZMBETVLIKHSI-UHFFFAOYSA-N	1	0	0	1	0.0274708084761175	0.0		0		
MWFZDJLPWDCQIL-UHFFFAOYSA-N	2	0	2	0	0.0381182360453511	0.0	CHEMBL1608727	19	Rorc NS1 Impa1 RAB9A S100A4	
MYSNZENUPZGNLK-UHFFFAOYSA-N	7	0	7	0	0.1000733172736041	0.0	CHEMBL1335961	9	CYP3A4 fba KDM4E MAPT MAPK1	
NDLLKGKHHLXJDU-UHFFFAOYSA-N	64	0	0	64	0.0213428443266526	0.0		0		
NDTRRNHQQBSHHG-UHFFFAOYSA-N	4	0	0	4	0.0271844133112814	0.0		0		
NEDSMVZVSRBJIJ-UHFFFAOYSA-N	2	0	0	2	0.0203396230065738	0.0		0		
NFNIRGPPIRJASP-UHFFFAOYSA-N	1	0	0	1	0.0179877622230648	0.0		0		
NINUDNFTMULJEE-UHFFFAOYSA-N	7	0	0	7	0.0376760145760679	0.0		0		
NIOHELZQFBGCEO-UHFFFAOYSA-N	1	0	1	0	0.0716497326164844	0.0	CHEMBL211502	6	SCNN1A RAB9A NPC1 SMN2 SMN1	
NIWLUIYEFZWWQH-UHFFFAOYSA-N	31	0	31	0	0.0255404854146998	0.0	CHEMBL3110326	0	PA PB1	
NJMMNVXTBADFAY-UHFFFAOYSA-N	72	0	0	72	0.0408346532981227	0.0		0		
NKANXQFJJICGDU-QPLCGJKRSA-N	2	0	2	0	0.0333351334568878	0.0	CHEMBL83	94	ESR2 DHCR7 EBP EBPL ESR1	
NKTBMYLYHOYUOT-SOFGYWHQSA-N	4	0	0	4	0.0382086637603732	0.0		0		
NPGNZCJOTYTAPQ-UHFFFAOYSA-N	1	0	0	1	0.0218115413515586	0.0		0		
NQPDXQQQCQDHHW-UHFFFAOYSA-N	5	0	5	0	0.08127658777163	0.0	CHEMBL1086440	10	ska TTR HSP90AA1 MAPT MEN1	
NRHLGLQBPHEKMF-FMIVXFBMSA-N	1	0	0	1	0.0164419699422141	0.0		0		
NTDHYMSVCBGQJF-UHFFFAOYSA-N	9	0	9	0	0.0392390415189099	0.0	CHEMBL4476423	1	ADCY1 ADCY2 ADCY3 ADCY5 ADCY8	
NUPZQBXYRDIBSE-UHFFFAOYSA-N	2	0	0	2	0.0321054160187851	0.0		0		
NWFAJOGQUGZVOS-UHFFFAOYSA-N	16	0	16	0	0.1729479983714362	0.0	CHEMBL1428361	3	FTL NS1 MAPK1 APEX1 ATXN2	
NXJCRELRQHZBQA-UHFFFAOYSA-N	53	0	53	0	0.253814907869638	0.0	CHEMBL481049	8	L3MBTL1 KDM4E GLA HPGD HSD17B10	
NYYQKESQKWKCFV-UHFFFAOYSA-M	1	0	1	0	0.038553619425916	0.0	CHEMBL1586169	11	KMT2A MEN1 NTSR1 XBP1 LMNA	
NZJQCYNBGHXWAI-UHFFFAOYSA-N	1	0	0	1	0.0194108061713558	0.0		0		
NZLABGLSVFGMOH-UHFFFAOYSA-N	9	0	0	9	0.1324194435472935	0.0		0		
OEIOSAFYCBYSPX-UHFFFAOYSA-N	7	0	7	0	0.1309783292230421	0.0	CHEMBL1562951	2	MAPK10 PMII GLP1R KPNB1 NFE2L2	
OGVUQNNDLAMDSQ-UHFFFAOYSA-N	6	0	6	0	0.0742542538000982	0.0	CHEMBL1579045	1	ampC CCT2 POLI clpP	
OJNHXCUBYFNKTH-RAXLEYEMSA-N	11	0	0	11	0.0692043567256133	0.0		0		
OMICQBVLCVRFGN-UHFFFAOYSA-N	1	0	1	0	0.0356972264531933	0.0	CHEMBL16312	21	TNKS HSD17B10 CYP3A4 RAB9A NPC1	
OMMDFTONRNPOOS-UHFFFAOYSA-N	1	0	0	1	0.0161146718154251	0.0		0		
OONWCXLYKDWKOU-VURMDHGXSA-N	49	0	49	0	0.0293579568196285	0.0	CHEMBL305763	2	NAT1 CA2 ATXN2 DAP F2	
OPDBGPSIRGGXRM-UHFFFAOYSA-N	171	0	0	171	0.0601266544256225	0.0		0		
OPXKKVJHTJQHIE-UHFFFAOYSA-N	4	0	0	4	0.0248316606578675	0.0		0		
ORSCTFRUJZPQPU-YBEGLDIGSA-N	12	0	0	12	0.0554978170208404	0.0		0		
ORZIOOIMOACKMZ-UHFFFAOYSA-N	33	0	0	33	0.1206988525966925	0.0		0		
OSZLEIRIVDPWFF-UHFFFAOYSA-N	7	0	0	7	0.0232317094092709	0.0		0		
OTHFNJOXUKOBFG-UHFFFAOYSA-N	15	0	0	15	0.0682018443044751	0.0		0		
OWNRDLYPIYHOQK-UHFFFAOYSA-N	3	0	0	3	0.0535671791321838	0.0		0		
OXCCUFXJRLKBPC-UHFFFAOYSA-N	44	0	0	44	0.0219798371398828	0.0		0		
OYNFLCCFMOIPDY-UHFFFAOYSA-N	23	0	0	23	0.1137892726526567	0.0		0		
OYVFYPVPBFPXSU-UHFFFAOYSA-N	41	0	0	41	0.2259229642910066	0.0		0		
OZNHWVNFKJECRK-UHFFFAOYSA-N	18	0	0	18	0.0546572891082764	0.0		0		
PENYLGHILLWZNR-UHFFFAOYSA-N	3	0	0	3	0.0584062822919548	0.0		0		
PEQZOEXMRCACPF-UHFFFAOYSA-N	3	0	0	3	0.0940888811110034	0.0		0		
PFMXWIFQXGUQFF-UHFFFAOYSA-N	9	0	0	9	0.1320275564204053	0.0		0		
PFZCWJHRVQMOHW-UHFFFAOYSA-N	34	0	0	34	0.0392050684075721	0.0		0		
PIAKILNRCYLDQL-UHFFFAOYSA-N	9	0	0	9	0.0859237112952874	0.0		0		
PIMZVSRHGMIQBU-UHFFFAOYSA-N	3	0	0	3	0.1156909540201057	0.0		0		
PMAQASWXSNJAOL-UHFFFAOYSA-N	8	0	0	8	0.0341900994430301	0.0		0		
PMLKTYLRUUJIFE-UHFFFAOYSA-N	21	0	0	21	0.0562079015325741	0.0		0		
PQFCOQQRDNXCIT-UHFFFAOYSA-N	4	0	0	4	0.0328845712813633	0.0		0		
PQJACAMSQQHBIW-UHFFFAOYSA-N	1	0	0	1	0.0902081092312423	0.0		0		
PQRNAVUSYZYYIH-UHFFFAOYSA-N	5	0	0	5	0.2275019500526696	0.0		0		
PQYOPBRFUUEHRC-MUJQFDPKSA-N	5	0	0	5	0.0487544552081525	0.0		0		
PRAUVHZJPXOEIF-VGKQSNDQSA-N	52	0	0	52	0.0727686796220096	0.0		0		
PRWIOEGVJASEDF-UHFFFAOYSA-N	3	0	0	3	0.0593331348049565	0.0		0		
PSIDVLQBLHZTTJ-UHFFFAOYSA-N	5	0	0	5	0.0274413818649052	0.0		0		
PUHQMJSQZPUXJP-UHFFFAOYSA-N	9	0	0	9	0.0489717209473798	0.0		0		
PUTNBRAJKCSEKK-UHFFFAOYSA-N	1	0	0	1	0.0414855486533013	0.0		0		
QAYVHDDEMLNVMO-UHFFFAOYSA-N	8	0	8	0	0.0429062648701713	0.0	CHEMBL1450518	2	Rorc GAA EHMT2 GLS	
QBSGXIBYUQJHMJ-UHFFFAOYSA-N	3	0	3	0	0.0533480315013829	0.0	CHEMBL153192	0	ADRB1 ADRB2 ADRB3	
QCEXFVBEVUCEAA-PKNBQFBNSA-N	3	0	0	3	0.1187872702654468	0.0		0		
QCTZEHIRXZGGSD-UHFFFAOYSA-N	1	0	1	0	0.0455977073672704	0.0	CHEMBL388579	0	CDK2 rep	
QDFJDWXCNLXZGJ-UHFFFAOYSA-N	5	0	0	5	0.04158578206331	0.0		0		
QFJCIRLUMZQUOT-HPLJOQBZSA-N	2	0	2	0	0.052501012151712	0.0	CHEMBL413	13	MTOR FKBP1A FKBP1B EIF4E FKBP5	
QFMCUDZSGBLFLT-UHFFFAOYSA-N	132	0	0	132	0.0295592970023104	0.0		0		
QFVAWNPSRQWSDU-UHFFFAOYSA-N	2	0	2	0	0.1014515223671761	0.0	CHEMBL151803	8	LMNA Rorc NS1 KMT2A MEN1	
QGXBDMJGAMFCBF-LUJOEAJASA-N	9	0	9	0	0.1225305680312978	0.0	CHEMBL272195	9	AKR1B10 g6pd G6PD GPBAR1 NS1	
QGZNCHRJITZHFX-UHFFFAOYSA-N	65	0	0	65	0.0608987196655277	0.0		0		
QHJFGASTGOKXSK-UHFFFAOYSA-N	5	0	0	5	0.0219297222443766	0.0		0		
QHWIEZWTYSRXEP-UHFFFAOYSA-N	1	0	0	1	0.0860360668509904	0.0		0		
QJDAORZUJBDJJF-DAXSKMNVSA-N	20	0	0	20	0.1037559944556726	0.0		0		
QJJXYPPXXYFBGM-KVDYWLTISA-N	27	0	0	27	0.0669201536336267	0.0		0		
QJXHXKPITHZZRI-UHFFFAOYSA-N	5	0	0	5	0.2163229606860374	0.0		0		
QJZJSKVMQRHMDK-UHFFFAOYSA-N	2	0	0	2	0.0322994507304663	0.0		0		
QKRYGAZNLBVXHK-UHFFFAOYSA-N	3	0	0	3	0.0297360107032613	0.0		0		
QLEISLGJUIVTKR-UHFFFAOYSA-N	16	0	0	16	0.064410091101711	0.0		0		
QMARCNKWRJFPOJ-UHFFFAOYSA-N	6	0	6	0	0.0542876768488667	0.0	CHEMBL1409836	6	TP53 G6PD-6PGL NS1 KMT2A MEN1	
QOYHHIBFXOOADH-UHFFFAOYSA-N	2	0	2	0	0.0493478745510353	0.0	CHEMBL46516	70	KCNH2 DRD2 HTR2A DRD3 HTR2B	
QQDNVANLYYGZIH-UHFFFAOYSA-O	1	0	0	1	0.1016747326267392	0.0		0		
QQWSKGRYIBXHPC-UHFFFAOYSA-N	2	0	0	2	0.0325637233421126	0.0		0		
QTPQNACBAMYELF-UHFFFAOYSA-N	1	0	0	1	0.0995098382474972	0.0		0		
QUBDRNPPXABSBC-UHFFFAOYSA-N	6	0	0	6	0.085921245094673	0.0		0		
QUTZSNOFEQMSJC-UHFFFAOYSA-N	3	0	0	3	0.1641420973212722	0.0		0		
QXIOSDBURWNOSL-UHFFFAOYSA-N	15	0	15	0	0.0374018904654811	0.0	CHEMBL2440210	0	CYTH2	
QZESEGHSLFKZIV-UHFFFAOYSA-N	317	0	317	0	0.0707986627718273	0.0	CHEMBL242172	13	HSD17B10 KMT2A MEN1 CYP2C9 CYP3A4	
REBZZEDLLSTDTN-UHFFFAOYSA-N	6	0	6	0	0.0542151568121674	0.0	CHEMBL5178104	1	WNK1 WNK3	
RFHAOTPXVQNOHP-UHFFFAOYSA-N	23	0	23	0	0.0454994818671023	0.0	CHEMBL106	3	CYP3A4 cyp51 CYP51A1 CHS1 MDH1	
RGCKGOZRHPZPFP-UHFFFAOYSA-N	2	0	2	0	0.0170924245198945	0.0	CHEMBL55814	23	CYP1B1 BCL2 MCL1 DAPK1 Dyrk1a	
RGQKUDZLVIUXJR-UHFFFAOYSA-N	15	0	0	15	0.039740442492808	0.0		0		
RGWSIEYSALUDMG-UHFFFAOYSA-N	2	0	2	0	0.0348574768916205	0.0	CHEMBL1573272	11	Rorc NPC1 RAB9A NS1 FTL	
RHGXQOSSGBYEMJ-UHFFFAOYSA-N	72	0	0	72	0.0248357355228605	0.0		0		
RIGSCQWAWIRFFV-UHFFFAOYSA-N	2	0	0	2	0.0365027366737559	0.0		0		
RJWORGFBUGFUNZ-DHDCSXOGSA-N	2	0	0	2	0.1016546080956354	0.0		0		
RMBGJKRYZOEJMN-UHFFFAOYSA-N	1	0	0	1	0.0922671002727007	0.0		0		
RMBZZLCNUYBFIJ-UHFFFAOYSA-N	1	0	0	1	0.0474148917148349	0.0		0		
RMDBAVHUXYWWOF-UHFFFAOYSA-N	4	0	0	4	0.0275221723456338	0.0		0		
RODXRVNMMDRFIK-UHFFFAOYSA-N	21	0	21	0	0.0613796822093649	0.0	CHEMBL71851	28	lef KDM4E CA9 CASP7 CASP1	
RTBNVSKSDOAVLP-UHFFFAOYSA-N	2	0	0	2	0.0183767890673501	0.0		0		
RTIXKCRFFJGDFG-UHFFFAOYSA-N	30	0	30	0	0.0383154661919144	0.0	CHEMBL117	96	CYP19A1 CYP1B1 CYP1A2 CA12 CYP1A1	
RTWOBXIMRXPFIN-LICLKQGHSA-N	1	0	0	1	0.0173356030733232	0.0		0		
RUDATBOHQWOJDD-GXLBFMQUSA-N	3	0	3	0	0.0245188656387984	0.0	CHEMBL101089	0	SAMHD1	
RUGZDJXJHMNLER-UHFFFAOYSA-N	1	0	0	1	0.0384598815031468	0.0		0		
RVWWDDKOKZXKCJ-UHFFFAOYSA-N	30	0	0	30	0.2511850138936312	0.0		0		
RWPDSIYQGCBXMK-UHFFFAOYSA-N	1	0	0	1	0.0961795083755315	0.0		0		
RYENGUPPKKYXNC-UHFFFAOYSA-N	163	0	0	163	0.0271280767209832	0.0		0		
RYLXGTKGTSJWBG-UHFFFAOYSA-N	101	0	0	101	0.0434089427977112	0.0		0		
RYRCNSJFUMXOGX-UHFFFAOYSA-N	1	0	1	0	0.0854776989544792	0.0	CHEMBL1645415	0	CYP11B1 CYP11B2 KDM4A PLK1 TP53	
RZTAMFZIAATZDJ-UHFFFAOYSA-N	1	0	1	0	0.0262054697564174	0.0	CHEMBL1480	36	Cacna1c ADORA3 NR1I2 SCN5A PGR	
RZTWYYBSFGCMJM-ALCCZGGFSA-N	2	0	0	2	0.0766174194506801	0.0		0		
RZUHGAKUNBFQJS-UHFFFAOYSA-N	2	0	2	0	0.0347216542644436	0.0	CHEMBL1412163	26	CYP2C19 CYP2C9 Rorc CYP3A4 BLM	
SAUCFRMQUANKAQ-UHFFFAOYSA-N	20	0	0	20	0.0466774794804714	0.0		0		
SAZRPHSJWZLRBK-UHFFFAOYSA-N	17	0	0	17	0.0356266698413787	0.0		0		
SBNMWDVFZOGQLO-UHFFFAOYSA-N	2	0	0	2	0.0202856946302697	0.0		0		
SCXAYTWCHGRQPA-UHFFFAOYSA-N	9	0	0	9	0.0232626033039147	0.0		0		
SDGYMXHMCMEASN-UHFFFAOYSA-N	1	0	0	1	0.0425689503890125	0.0		0		
SDLPADBAAMHWQB-UHFFFAOYSA-N	4	0	4	0	0.0266470089308648	0.0	CHEMBL2032371	1	PIM1	
SDUQYLNIPVEERB-QPPQHZFASA-N	105	0	105	0	0.0697114077793281	0.0	CHEMBL888	1	SLC29A1 ABCB1 ACE ACHE ADORA1	
SEEMHQCGYXSBSC-UHFFFAOYSA-N	1	0	1	0	0.0418586060712338	0.0	CHEMBL1362460	2	NS1 ALDH1A1 BAZ2B PTH1R	
SESWSQALQQDVON-UHFFFAOYSA-N	1	0	0	1	0.0172935423334058	0.0		0		
SFSMIGOFCANVPB-UHFFFAOYSA-N	3	0	0	3	0.0329492673653426	0.0		0		
SGDBTWWWUNNDEQ-LBPRGKRZSA-N	16	0	16	0	0.0558339517051495	0.0	CHEMBL852	20	ALDH1A1 CYP3A4 KCNH2 ffp PTGS1	
SGVCNNGMQNCBQW-UHFFFAOYSA-N	1	0	0	1	0.0505264529920127	0.0		0		
SIEHZFPZQUNSAS-GCVUPTOQSA-N	9	0	9	0	0.1509784392330503	0.0	CHEMBL1477730	2	MAPT FTL RGS4 TDP1	
SIJOGADODGPZJK-UHFFFAOYSA-N	2	0	0	2	0.0892337033981464	0.0		0		
SKSXYACZXYAMEU-UHFFFAOYSA-N	21	0	0	21	0.0849817373807363	0.0		0		
SOHTYEKCCZMIQM-UHFFFAOYSA-N	1	0	0	1	0.2032449119592115	0.0		0		
SPABMCLDHGNLFQ-BJMVGYQFSA-N	29	0	29	0	0.1907288898141761	0.0	CHEMBL1343143	3	RAB9A NPC1 Rorc APOBEC3G ATAD5	
SRDJGVSELHOEEK-UHFFFAOYSA-N	1	0	0	1	0.0203048549271088	0.0		0		
SSGUXMZISLXZNI-UHFFFAOYSA-N	160	0	0	160	0.0497410169712481	0.0		0		
SUJRLHKRIIXFSF-UHFFFAOYSA-N	1	0	0	1	0.1431188662371528	0.0		0		
SUOAXGSNCZHZAY-UHFFFAOYSA-N	2	0	0	2	0.2012710200605144	0.0		0		
SVJMLYUFVDMUHP-UHFFFAOYSA-N	6	0	6	0	0.1008273796969054	0.0	CHEMBL1275655	11	KCNK2 MAPT Impa1 ABCG2 FTL	
SVURIXNDRWRAFU-WGNAFFPOSA-N	54	0	0	54	0.0287774020255212	0.0		0		
SWZMSZQQJRKFBP-WZRBSPASSA-N	1	0	1	0	0.1048681714892763	0.0	CHEMBL303062	0	ABCB1 BCHE HDAC6 SLCO1B1 SLCO1B3	
TTXYDMVOVAJTCI-UHFFFAOYSA-N	30	0	0	30	0.0631131463556733	0.0		0		
TUGWPJJTQNLKCL-UHFFFAOYSA-N	238	0	238	0	0.0359760828592759	0.0	CHEMBL487013	0	XDH	
TURIRIIGEMCNAC-RMKNXTFCSA-N	1	0	0	1	0.0345080169259394	0.0		0		
TUTVDOPAKOUNQV-UHFFFAOYSA-N	39	0	0	39	0.0810212831354249	0.0		0		
TVWLCJVDJFYZSD-UHFFFAOYSA-N	1	0	0	1	0.0289668683205122	0.0		0		
TWYNWMMHDUDLKS-UHFFFAOYSA-N	1	0	1	0	0.0838826568965626	0.0	CHEMBL1408632	0	ALOX15B KPNB1 POLI SNUPN	
TXPJEMCJURHBHH-UHFFFAOYSA-N	1	0	0	1	0.0314646382797705	0.0		0		
TYDSNGCBRXYKPA-UHFFFAOYSA-N	5	0	0	5	0.0428349814210466	0.0		0		
TZAGWNOMRDGTBS-UHFFFAOYSA-N	5	0	0	5	0.0843497194605313	0.0		0		
TZCOLEHRRSESKR-UHFFFAOYSA-N	3	0	0	3	0.0598421612449494	0.0		0		
TZYWCYJVHRLUCT-VABKMULXSA-N	44	0	44	0	0.0708756068345089	0.0	CHEMBL64925	32	CTSL PSMB2 PSMB5 CTSK CTSB	
UAHGNXFYLAJDIN-IZZDOVSWSA-N	2	0	2	0	0.0455482058697363	0.0	CHEMBL276473	17	F3 MAOB CYP1B1 MAOA MAPT	
UAJBSGJYNKBQRW-CSKARUKUSA-N	1	0	0	1	0.0453500495477859	0.0		0		
UCUYMXSMUBCWGS-UHFFFAOYSA-N	6	0	0	6	0.0575587051422003	0.0		0		
UDUSRIUSQLXMIF-UHFFFAOYSA-N	8	0	0	8	0.0326073477733757	0.0		0		
UERHNMHZSFJNNA-CLFYSBASSA-N	5	0	0	5	0.0336901614627182	0.0		0		
UJHMVWFXDGNNAD-UHFFFAOYSA-N	3	0	0	3	0.0432438438475969	0.0		0		
UJVNRQROVHLQAP-UHFFFAOYSA-O	1	0	0	1	0.0894075625461109	0.0		0		
UKTFMPQSNSFGKD-UHFFFAOYSA-N	16	0	0	16	0.0300605615257204	0.0		0		
UQNGBKYOCBSSOA-UHFFFAOYSA-N	24	0	0	24	0.0441154702883998	0.0		0		
UTERTIQWWDNHQO-UHFFFAOYSA-N	113	0	0	113	0.0313819549940644	0.0		0		
UUTPWWFKHYOFRA-OVCLIPMQSA-N	6	0	0	6	0.0442341882540019	0.0		0		
UVGRVNQLRMADLE-UHFFFAOYSA-N	1	0	0	1	0.0298039856062614	0.0		0		
UWMDSJLXTFBQHQ-UHFFFAOYSA-N	17	0	0	17	0.1792398582451239	0.0		0		
UWMPKFYTOZOTPE-UHFFFAOYSA-N	14	0	14	0	0.0461769559917048	0.0	CHEMBL1461419	6	lef USP2 GAA KDM4E ALDH1A1	
VABYUUZNAVQNPG-BQYQJAHWSA-N	1	0	1	0	0.0204581253453965	0.0	CHEMBL465843	36	CYP3A4 TXNRD1 PAX8 TP53 Rorc	
VAFSSJQNIXIBOE-UHFFFAOYSA-N	1	0	0	1	0.0223283562109366	0.0		0		
VARJULNXGISUBP-UHFFFAOYSA-O	2	0	0	2	0.0892227623021282	0.0		0		
VBJNMXMOMSWRDV-UHFFFAOYSA-N	1	0	1	0	0.0273119666025882	0.0	CHEMBL1224484	1	IDO1	
VCCRNZQBSJXYJD-UHFFFAOYSA-N	5	0	5	0	0.036863069519243	0.0	CHEMBL309490	34	CYP1B1 ACHE CA7 CYP1A2 CA12	
VCIRVTJQPNZIIS-UHFFFAOYSA-N	10	0	0	10	0.1106559872914456	0.0		0		
VDDKPPDLMPOCRY-UHFFFAOYSA-N	5	0	0	5	0.1497317164100435	0.0		0		
VECGPYYDRAAGSV-UHFFFAOYSA-N	3	0	0	3	0.16626272017283	0.0		0		
VFNFVAZEQLMMGO-UHFFFAOYSA-N	1	0	0	1	0.0228081787153782	0.0		0		
VGYCHSOZFBOOKO-UHFFFAOYSA-N	93	0	93	0	0.0471900969291328	0.0	CHEMBL1392132	10	MIF NPC1 ERAP1 RAB9A SIRT3	
VHIZJSVECYVZTO-UHFFFAOYSA-N	11	0	11	0	0.0621060711007182	0.0	CHEMBL1497372	1	MAPT BAZ2B CBX1 EHMT2	
VICVMWDESMOFHR-UHFFFAOYSA-N	3	0	0	3	0.0274832040594097	0.0		0		
VLULBHZUYRXISM-JRQDRJMYSA-N	1	0	0	1	0.0172382747834727	0.0		0		
VNCNRGORRVUAOZ-UHFFFAOYSA-N	20	0	20	0	0.0441150931240697	0.0	CHEMBL1871588	0	GLS GMNN GNAS PLK1 POLI	
VNFPBHJOKIVQEB-UHFFFAOYSA-N	2	0	2	0	0.0213196821280338	0.0	CHEMBL104	106	CYP19A1 LMNA TBXAS1 CYP3A4 CYP2C19	
VNJVZJNBTWPKNX-UHFFFAOYSA-N	1	0	0	1	0.0258884572620818	0.0		0		
VOXZDWNPVJITMN-UHFFFAOYSA-N	26	0	26	0	0.0701531965849179	0.0	CHEMBL412	0	AR KAT2A NR3C1 POLK	
VQVPKLBQXGLIHN-UHFFFAOYSA-N	3	0	0	3	0.0246347188337714	0.0		0		
VSXZXSOUSQBHOU-UHFFFAOYSA-N	2	0	0	2	0.0311285481222841	0.0		0		
VUEBZBJBEKJKAX-UHFFFAOYSA-N	73	0	0	73	0.0312253688522133	0.0		0		
VUXVVLJZRAQTIW-UHFFFAOYSA-N	1	0	0	1	0.0315746387081031	0.0		0		
VWOXKTBNPLGTSR-UHFFFAOYSA-N	1	0	0	1	0.0304371250510829	0.0		0		
VYPCFUHTJBCPNC-UHFFFAOYSA-N	6	0	0	6	0.0456660090872277	0.0		0		
WCZDEWHCMMNLLN-MOSHPQCFSA-N	6	0	0	6	0.0207822132531273	0.0		0		
WCZLZKLICVOKBC-UHFFFAOYSA-N	1	0	1	0	0.022147711381236	0.0	CHEMBL1582073	9	RAB9A SMN1 SMN2 ALDH1A1 GAA	
WDJUZGPOPHTGOT-KSVSUYAUSA-N	3	0	0	3	0.0270672396193954	0.0		0		
WDMVDEWECALUPX-UHFFFAOYSA-N	4	0	0	4	0.1072995122417885	0.0		0		
WDSLDFYBUSHAEM-UHFFFAOYSA-N	3	0	3	0	0.0337040861500665	0.0	CHEMBL1491745	10	RAB9A NPC1 SMN2 SMN1 TP53	
WFSKVHPOKPQJSU-UHFFFAOYSA-N	1	0	1	0	0.081810130544709	0.0	CHEMBL1324939	7	HSD17B10 KDM4E HPGD TDP1 ALDH1A1	
WGERHUKJTHQUQT-UHFFFAOYSA-N	1	0	0	1	0.0237141498098621	0.0		0		
WIRIXRABFXLVKO-UHFFFAOYSA-N	8	0	0	8	0.0742138514389628	0.0		0		
WJGBHWYNWNWXRV-UHFFFAOYSA-N	1	0	1	0	0.0165858732162581	0.0	CHEMBL1518296	4	RAB9A MAPT KDM4E KMT2A APOBEC3F	
WMTCAESMDUPUHW-UHFFFAOYSA-N	6	0	6	0	0.1598914770397154	0.0	CHEMBL1325188	3	TGR Rorc ALDH1A1 BAZ2B EHMT2	
WPDRRLRCCIWCEV-UHFFFAOYSA-N	5	0	0	5	0.0425334274132075	0.0		0		
WQBTXZKCJCWVCI-UHFFFAOYSA-N	38	0	0	38	0.0715166391435261	0.0		0		
WSBUHLCNENMCJP-UHFFFAOYSA-N	1	0	0	1	0.0209918977850847	0.0		0		
WTVLMVNLHPFJMC-UHFFFAOYSA-N	1	0	0	1	0.0773202153558643	0.0		0		
WZWBUKYWFYASHW-UHFFFAOYSA-N	2	0	0	2	0.02296209315704	0.0		0		
XCIBGTGCDHTHPY-UHFFFAOYSA-N	10	0	0	10	0.0939932842598888	0.0		0		
XDCSSXMPPBUTQH-ZDLGFXPLSA-N	13	0	0	13	0.2011939979743526	0.0		0		
XDYGCIOWNPNVIH-ZYJPSCNZSA-N	4	0	0	4	0.0501601886753575	0.0		0		
XEOWIRGIROIBPD-UHFFFAOYSA-N	27	0	0	27	0.0665740928054486	0.0		0		
XEYVZLZWQFLSDZ-UHFFFAOYSA-N	13	0	0	13	0.0387323221378334	0.0		0		
XFRKOROYPDUFGL-UHFFFAOYSA-N	1	0	0	1	0.0222144456192637	0.0		0		
XFSHOUNLXGXSBL-UHFFFAOYSA-N	18	0	0	18	0.028739945516746	0.0		0		
XHBZOAYMBBUURD-UHFFFAOYSA-N	3	0	3	0	0.0276109732121013	0.0	CHEMBL241858	14	NPC1 RAB9A KMT2A MEN1 NS1	
XJQPQKLURWNAAH-UHFFFAOYSA-N	7	0	7	0	0.0387298111206843	0.0	CHEMBL311158	19	Trpv2 Trpv4 Trpv1 CYP2C9 CYP2C19	
XJWKTHNLDZPKIE-UHFFFAOYSA-N	2	0	0	2	0.0285740262180187	0.0		0		
XNILKVADCMYCQT-UHFFFAOYSA-N	1	0	0	1	0.0387147123681993	0.0		0		
XNZHJADQXXCSFV-OCCSQVGLSA-N	18	0	18	0	0.1070982697339427	0.0	CHEMBL1892491	1	CAPN9 RGS4 TDP1	
XPXCIXHNNZNMQV-UHFFFAOYSA-N	1	0	0	1	0.0184197703100027	0.0		0		
XTDSQGZTUNWGHR-UHFFFAOYSA-N	6	0	0	6	0.0506714230921585	0.0		0		
XVAKAIVXNOSBDY-UHFFFAOYSA-N	1	0	0	1	0.0305275681182666	0.0		0		
XZMALMMMMORCLK-UHFFFAOYSA-N	3	0	0	3	0.0345570446095137	0.0		0		
YAVAVQDYJARRAU-UHFFFAOYSA-N	1	0	0	1	0.0235455982221094	0.0		0		
YBNXVKHEQXZPFB-XMMWENQYSA-M	7	0	7	0	0.036456537311553	0.0	CHEMBL1608948	2	ALDH1A1 CYP3A4 ALOX15B TDP1 USP1	
YEASPBADKSMHDK-UHFFFAOYSA-N	21	0	0	21	0.0594889911964286	0.0		0		
YEHDMSUNJUONMW-UHFFFAOYSA-N	2	0	2	0	0.0443226801752238	0.0	CHEMBL147722	0	CYP1A1 CYP1A2 CYP1B1 CYP2A13 CYP2A6	
YEMODLHXTXSMAT-UHFFFAOYSA-N	1	0	0	1	0.1748789531247952	0.0		0		
YFAUCIKFNUPZKN-UHFFFAOYSA-N	2	0	0	2	0.0297578080781864	0.0		0		
YGENAYHMYZWMEL-UHFFFAOYSA-N	26	0	0	26	0.038231808469152	0.0		0		
YGRROGONSNHNKC-UHFFFAOYSA-N	15	0	0	15	0.0859850483731197	0.0		0		
YHTHRWDOCWYJKG-UHFFFAOYSA-N	25	0	0	25	0.0362350743318733	0.0		0		
YHXZJZATPFHLGR-SNAWJCMRSA-N	20	0	0	20	0.1808076495422774	0.0		0		
YIMZUTLUDPRFPF-QLYXXIJNSA-N	2	0	0	2	0.222959921611632	0.0		0		
YIZYIAPUGHBHEW-UHFFFAOYSA-N	29	0	0	29	0.0850593303081956	0.0		0		
YJRJARYHRGMBPL-UHFFFAOYSA-N	15	0	0	15	0.2200815982011371	0.0		0		
YKDCEDSHOJCCFF-UHFFFAOYSA-N	3	0	3	0	0.0324604939062506	0.0	CHEMBL1902499	0	CBX1 CGA POLI	
YLEARPUNMCCKMP-DOFZRALJSA-N	6	0	6	0	0.0356161234454007	0.0	CHEMBL161343	23	GPR18 POLB ALOX15 BLM SLC6A5	
