inchikey	chembl_id	task_target	family	dose	rho	q	tier	pchembl_task	n_chembl_genes	smiles
DWFFQTLGAYSOJO-UHFFFAOYSA-N		OR8U9	gpcr	71.43	0.0203777103733776	0.0	3		0	CC1=CC=CC2=C1N(C(=O)C2=O)CCCOC3=CC=C(C=C3)OC
NDLLKGKHHLXJDU-UHFFFAOYSA-N		OR8U9	gpcr	13.8	0.0194509868236948	0.0	3		0	C1=COC2=C(C=C(C=C2C1=O)Cl)Br
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR8U9	gpcr	25.97	0.0193993627182433	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR8U9	gpcr	57.3	0.019374182767847	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR8U9	gpcr	257.0	0.0192434910020333	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR8U9	gpcr	263.0	0.0191521085104931	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
VUEBZBJBEKJKAX-UHFFFAOYSA-N		OR8U9	gpcr	200.0	0.0185150843638476	0.0	3		0	CN(C)C1=CC=C(C=C1)CN2CCCC2
AQDKTHFYGXJVBN-UHFFFAOYSA-N	CHEMBL1269253	OR8U9	gpcr	53.3	0.0181366581019344	0.0	2		1	C1=CC=C2C=C3C(=CC2=C1)NC(=N3)C4=CC(=CC=C4)N
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR9A1P	gpcr	177.37	0.0201245071731378	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
AQDKTHFYGXJVBN-UHFFFAOYSA-N	CHEMBL1269253	OR9A1P	gpcr	53.3	0.0195080412953449	0.0	2		1	C1=CC=C2C=C3C(=CC2=C1)NC(=N3)C4=CC(=CC=C4)N
VUEBZBJBEKJKAX-UHFFFAOYSA-N		OR9A1P	gpcr	200.0	0.0189927284304591	0.0	3		0	CN(C)C1=CC=C(C=C1)CN2CCCC2
OXCCUFXJRLKBPC-UHFFFAOYSA-N		OR9A1P	gpcr	16.2	0.0184349199900108	0.0	3		0	COC1=CC(=C(C=C1)OC)NC=C2C=C(C=C(C2=O)I)I
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR9A2	gpcr	177.37	0.0218575612534124	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
OXCCUFXJRLKBPC-UHFFFAOYSA-N		OR9A2	gpcr	16.2	0.0182893016265987	0.0	3		0	COC1=CC(=C(C=C1)OC)NC=C2C=C(C=C(C2=O)I)I
JYDFOXZALFOSJF-UHFFFAOYSA-N		OR9A4	gpcr	160.06	0.0207285680981358	0.0	3		0	C1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
AQDKTHFYGXJVBN-UHFFFAOYSA-N	CHEMBL1269253	OR9A4	gpcr	53.3	0.020622951497641	0.0	2		1	C1=CC=C2C=C3C(=CC2=C1)NC(=N3)C4=CC(=CC=C4)N
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR9A4	gpcr	177.37	0.0180980895592439	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR9A4	gpcr	57.3	0.0170599192553108	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
OXCCUFXJRLKBPC-UHFFFAOYSA-N		OR9A4	gpcr	16.2	0.0170404482570335	0.0	3		0	COC1=CC(=C(C=C1)OC)NC=C2C=C(C=C(C2=O)I)I
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR9G1	gpcr	177.37	0.0254890686134495	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR9G1	gpcr	928.26	0.0229562859346919	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
VUEBZBJBEKJKAX-UHFFFAOYSA-N		OR9G1	gpcr	200.0	0.0228635949386556	0.0	3		0	CN(C)C1=CC=C(C=C1)CN2CCCC2
GHNKQXUBBRYYOC-UHFFFAOYSA-N		OR9G1	gpcr	49.9	0.0223255871989528	0.0	3		0	CN1CCC2=C(C(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC)[N+](=O)[O-]
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR9G1	gpcr	100.0	0.0218968399669452	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
AQDKTHFYGXJVBN-UHFFFAOYSA-N	CHEMBL1269253	OR9G1	gpcr	53.3	0.0218617433786432	0.0	2		1	C1=CC=C2C=C3C(=CC2=C1)NC(=N3)C4=CC(=CC=C4)N
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR9G1	gpcr	263.0	0.0195716684486287	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
QGZNCHRJITZHFX-UHFFFAOYSA-N		OR9G1	gpcr	49.47	0.0188223825003857	0.0	3		0	CC1=CC=CC=C1N2CCN(CC2)C(=O)C(C)OC3=CC=C(C=C3)F
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR9G4	gpcr	928.26	0.0306008415208759	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR9G4	gpcr	100.0	0.0262250216178129	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR9G4	gpcr	25.97	0.0256364324870214	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR9G4	gpcr	177.37	0.0251997452398413	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
DIXVUMFALGTULE-ALCCZGGFSA-N		OR9G4	gpcr	9.27	0.0247391324191101	0.0	3		0	C1OC2=C(O1)C=C(C=C2)C=CC3=NC=CC4=C3NC5=CC=CC=C45
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR9G4	gpcr	49.47	0.0228876032938213	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
VUEBZBJBEKJKAX-UHFFFAOYSA-N		OR9G4	gpcr	200.0	0.0227045172797145	0.0	3		0	CN(C)C1=CC=C(C=C1)CN2CCCC2
QGZNCHRJITZHFX-UHFFFAOYSA-N		OR9G4	gpcr	49.47	0.022627595388014	0.0	3		0	CC1=CC=CC=C1N2CCN(CC2)C(=O)C(C)OC3=CC=C(C=C3)F
VGYCHSOZFBOOKO-UHFFFAOYSA-N	CHEMBL1392132	OR9G4	gpcr	32.9	0.0222234304959362	0.0	2		24	COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR9G4	gpcr	263.0	0.0209569688189336	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR9G9	gpcr	177.37	0.0242303972780186	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
GHNKQXUBBRYYOC-UHFFFAOYSA-N		OR9G9	gpcr	49.9	0.0224441099278494	0.0	3		0	CN1CCC2=C(C(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC)[N+](=O)[O-]
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR9G9	gpcr	100.0	0.0222723793322927	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR9G9	gpcr	928.26	0.0213967011438011	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
VUEBZBJBEKJKAX-UHFFFAOYSA-N		OR9G9	gpcr	200.0	0.0212482946686854	0.0	3		0	CN(C)C1=CC=C(C=C1)CN2CCCC2
AQDKTHFYGXJVBN-UHFFFAOYSA-N	CHEMBL1269253	OR9G9	gpcr	53.3	0.0210606374173349	0.0	2		1	C1=CC=C2C=C3C(=CC2=C1)NC(=N3)C4=CC(=CC=C4)N
WCZDEWHCMMNLLN-MOSHPQCFSA-N		OR9G9	gpcr	184.0	0.0203393498777775	0.0	3		0	C1CCN(C1)C2=NC(=NC(=N2)NN=CC3=CC(=CC=C3)F)N4CCCC4
GCEWJBIDLIIRAB-UHFFFAOYSA-N	CHEMBL1433337	OR9G9	gpcr	71.43	0.0194816822811805	0.0	2		10	COC1=C(C=C(C=C1)C(=O)N2C3=CC=CC=C3N=N2)OC
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR9H1	gpcr	928.26	0.0350297444780875	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR9H1	gpcr	25.97	0.0298116139018094	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR9H1	gpcr	200.0	0.0252629825458718	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR9H1	gpcr	177.37	0.0245774006515131	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR9H1	gpcr	49.47	0.0245476143981396	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
VGYCHSOZFBOOKO-UHFFFAOYSA-N	CHEMBL1392132	OR9H1	gpcr	32.9	0.0240804410148705	0.0	2		24	COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O
JRJNDYBSBGHCTB-ZHACJKMWSA-N		OR9H1	gpcr	49.47	0.0236032679721981	0.0	3		0	CCCCC1=NN=C2N1N=C(S2)C=CC3=CC=CC=C3
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR9H1	gpcr	57.3	0.0235265430097798	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR9H1	gpcr	257.0	0.0221658134038131	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR9H1	gpcr	263.0	0.0218184210135796	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
KQGQIJBFNSFSGQ-UHFFFAOYSA-N		OR9H1	gpcr	65.94	0.0215992257526801	0.0	3		0	CC1=C(SC(=C1C#N)NC(=O)C)C
NIWLUIYEFZWWQH-UHFFFAOYSA-N	CHEMBL3110326	OR9H1	gpcr	167.0	0.0198795283720436	0.0	2		2	C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR9I1	gpcr	928.26	0.0337405982208775	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR9I1	gpcr	25.97	0.027513243861645	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR9I1	gpcr	200.0	0.0272534494338868	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR9I1	gpcr	100.0	0.026060871462737	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
DIXVUMFALGTULE-ALCCZGGFSA-N		OR9I1	gpcr	9.27	0.0243705053463712	0.0	3		0	C1OC2=C(O1)C=C(C=C2)C=CC3=NC=CC4=C3NC5=CC=CC=C45
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR9I1	gpcr	257.0	0.0237764065496385	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
QGZNCHRJITZHFX-UHFFFAOYSA-N		OR9I1	gpcr	49.47	0.023285910669129	0.0	3		0	CC1=CC=CC=C1N2CCN(CC2)C(=O)C(C)OC3=CC=C(C=C3)F
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR9I1	gpcr	263.0	0.0231937271833306	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
JAMQLJVXPNHYPI-UHFFFAOYSA-N		OR9I1	gpcr	94.6	0.0224574871476474	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
VGYCHSOZFBOOKO-UHFFFAOYSA-N	CHEMBL1392132	OR9I1	gpcr	32.9	0.0218973401661002	0.0	2		24	COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O
ZDAQNRVHEIUNRF-UHFFFAOYSA-N		OR9I1	gpcr	47.81	0.0217777652940411	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC=C4C=C(C=CC4=O)Cl
KQGQIJBFNSFSGQ-UHFFFAOYSA-N		OR9I1	gpcr	65.94	0.0215214795994028	0.0	3		0	CC1=C(SC(=C1C#N)NC(=O)C)C
JRJNDYBSBGHCTB-ZHACJKMWSA-N		OR9I1	gpcr	49.47	0.0208635520222318	0.0	3		0	CCCCC1=NN=C2N1N=C(S2)C=CC3=CC=CC=C3
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR9I1	gpcr	49.47	0.020756682498563	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
DMXJRHDFHFHZOF-LICLKQGHSA-N		OR9I1	gpcr	62.41	0.0202586750539448	0.0	3		0	CC1=CC(=C(C=C1)C)NCN2C(=O)C(=CC3=CC=CC=C3F)SC2=O
RYLXGTKGTSJWBG-UHFFFAOYSA-N		OR9I1	gpcr	49.47	0.0201090578977377	0.0	3		0	C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Cl
NDLLKGKHHLXJDU-UHFFFAOYSA-N		OR9I1	gpcr	13.8	0.0200505818393917	0.0	3		0	C1=COC2=C(C=C(C=C2C1=O)Cl)Br
RYENGUPPKKYXNC-UHFFFAOYSA-N		OR9K2	gpcr	177.37	0.0213028665570744	0.0	3		0	C1C(=O)N(C(=O)S1)CNC2=CC=C(C=C2)F
VUEBZBJBEKJKAX-UHFFFAOYSA-N		OR9K2	gpcr	200.0	0.017949315466329	0.0	3		0	CN(C)C1=CC=C(C=C1)CN2CCCC2
DWFFQTLGAYSOJO-UHFFFAOYSA-N		OR9K2	gpcr	71.43	0.017737969611393	0.0	3		0	CC1=CC=CC2=C1N(C(=O)C2=O)CCCOC3=CC=C(C=C3)OC
GDJHGJSTQODXMC-UHFFFAOYSA-N		OR9K2	gpcr	75.1	0.0174685904821609	0.0	3		0	CC1=CC=CC2=C1OC(=CC2=O)C3=CC=C(C=C3)OC
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR9Q1	gpcr	928.26	0.0346157026394506	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR9Q1	gpcr	25.97	0.0296470559225611	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
GTLUNTOVPCRQID-UHFFFAOYSA-N		OR9Q1	gpcr	71.43	0.0247919064796443	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=C2)C)C
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR9Q1	gpcr	100.0	0.0234610527086212	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
QGZNCHRJITZHFX-UHFFFAOYSA-N		OR9Q1	gpcr	49.47	0.0233019011318236	0.0	3		0	CC1=CC=CC=C1N2CCN(CC2)C(=O)C(C)OC3=CC=C(C=C3)F
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR9Q1	gpcr	200.0	0.0231267976334619	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
VGYCHSOZFBOOKO-UHFFFAOYSA-N	CHEMBL1392132	OR9Q1	gpcr	32.9	0.0229193115546382	0.0	2		24	COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O
RYLXGTKGTSJWBG-UHFFFAOYSA-N		OR9Q1	gpcr	49.47	0.0218941740320482	0.0	3		0	C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Cl
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR9Q1	gpcr	49.47	0.0211923951148015	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR9Q1	gpcr	263.0	0.0196327668725346	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	OR9Q2	gpcr	928.26	0.0374461713881216	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		OR9Q2	gpcr	25.97	0.0319240020694583	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	OR9Q2	gpcr	200.0	0.0284227144436736	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
TUGWPJJTQNLKCL-UHFFFAOYSA-N	CHEMBL487013	OR9Q2	gpcr	100.0	0.027304254969139	0.0	2		1	COC1=CC(=CC(=C1OC)O)C2=COC3=CC(=C(C(=C3C2=O)O)OC)O
JAMQLJVXPNHYPI-UHFFFAOYSA-N		OR9Q2	gpcr	94.6	0.0246487845140021	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
VGYCHSOZFBOOKO-UHFFFAOYSA-N	CHEMBL1392132	OR9Q2	gpcr	32.9	0.0244810991208602	0.0	2		24	COC1=CC=C(C=C1)C2=CC3=C(C=C(C=C3)O)OC2=O
GTLUNTOVPCRQID-UHFFFAOYSA-N		OR9Q2	gpcr	71.43	0.0241648424399134	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=C2)C)C
UTERTIQWWDNHQO-UHFFFAOYSA-N		OR9Q2	gpcr	58.44	0.0239649334833726	0.0	3		0	CC1=C(C=C(C=C1)OC(C)C2=NC(=NO2)C3=CC=NC=C3)C
KQGQIJBFNSFSGQ-UHFFFAOYSA-N		OR9Q2	gpcr	65.94	0.0239053698718671	0.0	3		0	CC1=C(SC(=C1C#N)NC(=O)C)C
SSGUXMZISLXZNI-UHFFFAOYSA-N		OR9Q2	gpcr	257.0	0.0235593410340607	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
RHGXQOSSGBYEMJ-UHFFFAOYSA-N		OR9Q2	gpcr	57.3	0.0235102703657727	0.0	3		0	C1=CC(=C(C(=C1)Cl)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=O)C2=O)F
RYLXGTKGTSJWBG-UHFFFAOYSA-N		OR9Q2	gpcr	49.47	0.0231171698628718	0.0	3		0	C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Cl
QFMCUDZSGBLFLT-UHFFFAOYSA-N		OR9Q2	gpcr	49.47	0.0229324902092771	0.0	3		0	CC1=CC(=C(C=C1)O)NS(=O)(=O)C2=C(C=CC(=C2)Cl)OC
MCGIKONWYKDOFW-UHFFFAOYSA-N		OR9Q2	gpcr	263.0	0.0229277954072771	0.0	3		0	C1COCCN1C2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-]
DMXJRHDFHFHZOF-LICLKQGHSA-N		OR9Q2	gpcr	62.41	0.0226914742237892	0.0	3		0	CC1=CC(=C(C=C1)C)NCN2C(=O)C(=CC3=CC=CC=C3F)SC2=O
ZDAQNRVHEIUNRF-UHFFFAOYSA-N		OR9Q2	gpcr	47.81	0.0218229804886861	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC=C4C=C(C=CC4=O)Cl
OONWCXLYKDWKOU-VURMDHGXSA-N	CHEMBL305763	OR9Q2	gpcr	10.36	0.0217587138718615	0.0	2		21	C1=CC=C(C=C1)C=C2C(=O)NC(=S)S2
NIWLUIYEFZWWQH-UHFFFAOYSA-N	CHEMBL3110326	OR9Q2	gpcr	167.0	0.0178341008685994	0.0	2		2	C1CCC2=C(CC1)SC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl
QXIOSDBURWNOSL-UHFFFAOYSA-N	CHEMBL2440210	ORAI1	ion_channel	31.5	0.0340844261336628	0.0	2		1	CC1=CC(=C(C=C1)C)C2=CSC(=N2)N.Cl
OPDBGPSIRGGXRM-UHFFFAOYSA-N		ORAI1	ion_channel	45.19	0.0294446808399712	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
OPDBGPSIRGGXRM-UHFFFAOYSA-N		ORAI2	ion_channel	45.19	0.0308443010834112	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
OPDBGPSIRGGXRM-UHFFFAOYSA-N		ORAI3	ion_channel	45.19	0.0455424942854817	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
JAMQLJVXPNHYPI-UHFFFAOYSA-N		ORAI3	ion_channel	94.6	0.0422731609932917	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
FZYOVNIOYYPUPY-AMSHPFMVSA-N		ORAI3	ion_channel	24.3	0.0346087019431849	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
KPJKWKUDBQQILH-UHFFFAOYSA-N	CHEMBL3186773	ORAI3	ion_channel	2.12	0.0320208889555744	0.0	2		1	C1=CC(=C(C=C1Br)[N+](=O)[O-])N2C(=O)C=CC2=O
JZWGCONBFOFQTA-UHFFFAOYSA-N		OTOP1	ion_channel	27.7	0.0657764539528981	0.0	3		0	C1=CC=NC(=C1)C(=NOC(=O)COC2=CC=C(C=C2)Cl)N
HPNSFSBZBAHARI-RUDMXATFSA-N	CHEMBL866	OTOP1	ion_channel	780.42	0.0651702095723959	0.0	2		154	CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC
PIMZVSRHGMIQBU-UHFFFAOYSA-N		OTOP1	ion_channel	184.0	0.0560716849827596	0.0	3		0	CC(=O)C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-]
CEKRDUGRJHELNU-UHFFFAOYSA-N		OTOP1	ion_channel	59.13	0.0552938458640834	0.0	3		0	CC(=O)OC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)Cl)Cl
OPDBGPSIRGGXRM-UHFFFAOYSA-N		OTOP2	ion_channel	45.19	0.0482430858254364	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
FZYOVNIOYYPUPY-AMSHPFMVSA-N		OTOP2	ion_channel	24.3	0.0390789795182879	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
JAMQLJVXPNHYPI-UHFFFAOYSA-N		OTOP2	ion_channel	94.6	0.0385135155770441	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	OTOP2	ion_channel	100.0	0.0356876932781905	0.0	2		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
LMILVXQXGKTFSZ-UHFFFAOYSA-N	CHEMBL1570340	OTOP2	ion_channel	83.07	0.034288354391845	0.0	2		3	CC1=CCC(C2C1CC(=O)C(=C2)C)C(C)C
YEASPBADKSMHDK-UHFFFAOYSA-N		OTOP2	ion_channel	37.0	0.032088417653728	0.0	3		0	C1CCN(C1)C(=O)C2=CC(=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)Br)[N+](=O)[O-]
KPJKWKUDBQQILH-UHFFFAOYSA-N	CHEMBL3186773	OTOP2	ion_channel	2.12	0.028594236436716	0.0	2		1	C1=CC(=C(C=C1Br)[N+](=O)[O-])N2C(=O)C=CC2=O
UWMPKFYTOZOTPE-UHFFFAOYSA-N	CHEMBL1461419	OTOP2	ion_channel	54.6	0.027564886639168	0.0	2		17	CC1=CC2=C(C=C1)N3CCN(C4C3=C2CCC4)C(=O)CN5CCN(CC5)C
OPDBGPSIRGGXRM-UHFFFAOYSA-N		OTOP3	ion_channel	45.19	0.0583366006690148	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
JAMQLJVXPNHYPI-UHFFFAOYSA-N		OTOP3	ion_channel	94.6	0.0579036615913915	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	OTOP3	ion_channel	100.0	0.0492123249029067	0.0	2		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
FZYOVNIOYYPUPY-AMSHPFMVSA-N		OTOP3	ion_channel	24.3	0.0437769021972359	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
